dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 20
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True
saver_name_pre: wasserstein_vq_refinement_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/20] Iters:[10/20018] gen_loss -0.6521, rec_loss 0.0235, lpips_loss 0.1786, g_loss -0.1730, disc_weight 0.5000, disc_adaptive_weight 4.8082, d_loss 2.4845, logits_real 0.1403, logits_fake 0.1756,
Train Epoch: [1/20] Iters:[6220/20018] gen_loss 0.1565, rec_loss 0.0281, lpips_loss 0.1793, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7116, d_loss 0.5014, logits_real 0.0186, logits_fake 0.0185,
Train Epoch: [1/20] Iters:[6230/20018] gen_loss 0.1556, rec_loss 0.0276, lpips_loss 0.1784, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.6721, d_loss 0.5014, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [1/20] Iters:[6240/20018] gen_loss 0.1564, rec_loss 0.0278, lpips_loss 0.1791, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.6642, d_loss 0.5014, logits_real 0.0189, logits_fake 0.0189,
Train Epoch: [1/20] Iters:[6250/20018] gen_loss 0.1566, rec_loss 0.0277, lpips_loss 0.1782, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.5929, d_loss 0.5015, logits_real 0.0190, logits_fake 0.0191,
Train Epoch: [1/20] Iters:[6260/20018] gen_loss 0.1554, rec_loss 0.0277, lpips_loss 0.1791, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.7034, d_loss 0.5015, logits_real 0.0190, logits_fake 0.0192,
Train Epoch: [1/20] Iters:[6270/20018] gen_loss 0.1553, rec_loss 0.0274, lpips_loss 0.1793, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.7129, d_loss 0.5015, logits_real 0.0188, logits_fake 0.0191,
Train Epoch: [1/20] Iters:[6280/20018] gen_loss 0.1555, rec_loss 0.0277, lpips_loss 0.1794, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7503, d_loss 0.5015, logits_real 0.0186, logits_fake 0.0190,
Train Epoch: [1/20] Iters:[6290/20018] gen_loss 0.1548, rec_loss 0.0271, lpips_loss 0.1787, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7613, d_loss 0.5015, logits_real 0.0182, logits_fake 0.0187,
Train Epoch: [1/20] Iters:[6300/20018] gen_loss 0.1545, rec_loss 0.0272, lpips_loss 0.1791, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8449, d_loss 0.5015, logits_real 0.0180, logits_fake 0.0184,
Train Epoch: [1/20] Iters:[6310/20018] gen_loss 0.1571, rec_loss 0.0277, lpips_loss 0.1796, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7871, d_loss 0.5015, logits_real 0.0178, logits_fake 0.0182,
Train Epoch: [1/20] Iters:[6320/20018] gen_loss 0.1583, rec_loss 0.0279, lpips_loss 0.1796, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.7662, d_loss 0.5015, logits_real 0.0178, logits_fake 0.0182,
Train Epoch: [1/20] Iters:[6330/20018] gen_loss 0.1589, rec_loss 0.0276, lpips_loss 0.1798, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.7366, d_loss 0.5015, logits_real 0.0177, logits_fake 0.0180,
Train Epoch: [1/20] Iters:[6340/20018] gen_loss 0.1600, rec_loss 0.0276, lpips_loss 0.1796, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.7280, d_loss 0.5015, logits_real 0.0172, logits_fake 0.0176,
Train Epoch: [1/20] Iters:[6350/20018] gen_loss 0.1622, rec_loss 0.0271, lpips_loss 0.1790, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.6057, d_loss 0.5015, logits_real 0.0166, logits_fake 0.0170,
Train Epoch: [1/20] Iters:[6360/20018] gen_loss 0.1628, rec_loss 0.0270, lpips_loss 0.1781, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.5707, d_loss 0.5015, logits_real 0.0162, logits_fake 0.0165,
Train Epoch: [1/20] Iters:[6370/20018] gen_loss 0.1651, rec_loss 0.0269, lpips_loss 0.1784, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.4894, d_loss 0.5015, logits_real 0.0158, logits_fake 0.0161,
Train Epoch: [1/20] Iters:[6380/20018] gen_loss 0.1679, rec_loss 0.0270, lpips_loss 0.1786, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 2.3866, d_loss 0.5014, logits_real 0.0156, logits_fake 0.0159,
Train Epoch: [1/20] Iters:[6390/20018] gen_loss 0.1680, rec_loss 0.0274, lpips_loss 0.1782, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.3368, d_loss 0.5014, logits_real 0.0160, logits_fake 0.0160,
Train Epoch: [1/20] Iters:[6400/20018] gen_loss 0.1672, rec_loss 0.0275, lpips_loss 0.1788, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.3806, d_loss 0.5014, logits_real 0.0164, logits_fake 0.0164,
Train Epoch: [1/20] Iters:[6410/20018] gen_loss 0.1648, rec_loss 0.0267, lpips_loss 0.1778, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.3594, d_loss 0.5014, logits_real 0.0168, logits_fake 0.0169,
Train Epoch: [1/20] Iters:[6420/20018] gen_loss 0.1626, rec_loss 0.0266, lpips_loss 0.1769, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.3842, d_loss 0.5014, logits_real 0.0172, logits_fake 0.0172,
Train Epoch: [1/20] Iters:[6430/20018] gen_loss 0.1607, rec_loss 0.0265, lpips_loss 0.1763, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.4259, d_loss 0.5014, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [1/20] Iters:[6440/20018] gen_loss 0.1611, rec_loss 0.0269, lpips_loss 0.1775, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.4658, d_loss 0.5013, logits_real 0.0178, logits_fake 0.0177,
Train Epoch: [1/20] Iters:[6450/20018] gen_loss 0.1609, rec_loss 0.0266, lpips_loss 0.1777, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.5046, d_loss 0.5013, logits_real 0.0176, logits_fake 0.0174,
Train Epoch: [1/20] Iters:[6460/20018] gen_loss 0.1614, rec_loss 0.0268, lpips_loss 0.1784, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.5704, d_loss 0.5013, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [1/20] Iters:[6470/20018] gen_loss 0.1633, rec_loss 0.0271, lpips_loss 0.1796, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.6089, d_loss 0.5013, logits_real 0.0166, logits_fake 0.0165,
Train Epoch: [1/20] Iters:[6480/20018] gen_loss 0.1642, rec_loss 0.0269, lpips_loss 0.1797, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.6025, d_loss 0.5013, logits_real 0.0160, logits_fake 0.0161,
Train Epoch: [1/20] Iters:[6490/20018] gen_loss 0.1636, rec_loss 0.0267, lpips_loss 0.1791, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.6124, d_loss 0.5014, logits_real 0.0156, logits_fake 0.0159,
Train Epoch: [1/20] Iters:[6500/20018] gen_loss 0.1645, rec_loss 0.0276, lpips_loss 0.1800, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.6622, d_loss 0.5015, logits_real 0.0157, logits_fake 0.0163,
Train Epoch: [1/20] Iters:[6510/20018] gen_loss 0.1620, rec_loss 0.0276, lpips_loss 0.1793, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.7230, d_loss 0.5015, logits_real 0.0160, logits_fake 0.0166,
Train Epoch: [1/20] Iters:[6520/20018] gen_loss 0.1576, rec_loss 0.0271, lpips_loss 0.1780, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8124, d_loss 0.5014, logits_real 0.0166, logits_fake 0.0170,
Train Epoch: [1/20] Iters:[6530/20018] gen_loss 0.1562, rec_loss 0.0275, lpips_loss 0.1781, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8720, d_loss 0.5014, logits_real 0.0171, logits_fake 0.0173,
Train Epoch: [1/20] Iters:[6540/20018] gen_loss 0.1539, rec_loss 0.0272, lpips_loss 0.1780, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.9553, d_loss 0.5014, logits_real 0.0173, logits_fake 0.0174,
Train Epoch: [1/20] Iters:[6550/20018] gen_loss 0.1539, rec_loss 0.0269, lpips_loss 0.1771, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8669, d_loss 0.5014, logits_real 0.0174, logits_fake 0.0175,
Train Epoch: [1/20] Iters:[6560/20018] gen_loss 0.1583, rec_loss 0.0280, lpips_loss 0.1787, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7684, d_loss 0.5014, logits_real 0.0175, logits_fake 0.0176,
Train Epoch: [1/20] Iters:[6570/20018] gen_loss 0.1605, rec_loss 0.0288, lpips_loss 0.1805, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7969, d_loss 0.5014, logits_real 0.0175, logits_fake 0.0176,
Train Epoch: [1/20] Iters:[6580/20018] gen_loss 0.1627, rec_loss 0.0286, lpips_loss 0.1815, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.7493, d_loss 0.5013, logits_real 0.0173, logits_fake 0.0173,
Train Epoch: [1/20] Iters:[6590/20018] gen_loss 0.1655, rec_loss 0.0288, lpips_loss 0.1818, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.6500, d_loss 0.5013, logits_real 0.0169, logits_fake 0.0169,
Train Epoch: [1/20] Iters:[6600/20018] gen_loss 0.1652, rec_loss 0.0286, lpips_loss 0.1814, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.6699, d_loss 0.5013, logits_real 0.0167, logits_fake 0.0166,
Train Epoch: [1/20] Iters:[6610/20018] gen_loss 0.1636, rec_loss 0.0279, lpips_loss 0.1803, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.6728, d_loss 0.5013, logits_real 0.0165, logits_fake 0.0163,
Train Epoch: [1/20] Iters:[6620/20018] gen_loss 0.1641, rec_loss 0.0275, lpips_loss 0.1790, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.5526, d_loss 0.5012, logits_real 0.0165, logits_fake 0.0163,
Train Epoch: [1/20] Iters:[6630/20018] gen_loss 0.1593, rec_loss 0.0269, lpips_loss 0.1773, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.6464, d_loss 0.5012, logits_real 0.0170, logits_fake 0.0167,
Train Epoch: [1/20] Iters:[6640/20018] gen_loss 0.1568, rec_loss 0.0271, lpips_loss 0.1775, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7359, d_loss 0.5012, logits_real 0.0175, logits_fake 0.0173,
Train Epoch: [1/20] Iters:[6650/20018] gen_loss 0.1556, rec_loss 0.0272, lpips_loss 0.1769, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.7175, d_loss 0.5013, logits_real 0.0179, logits_fake 0.0178,
Train Epoch: [1/20] Iters:[6660/20018] gen_loss 0.1545, rec_loss 0.0271, lpips_loss 0.1768, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7359, d_loss 0.5013, logits_real 0.0181, logits_fake 0.0180,
Train Epoch: [1/20] Iters:[6670/20018] gen_loss 0.1541, rec_loss 0.0272, lpips_loss 0.1775, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7699, d_loss 0.5014, logits_real 0.0180, logits_fake 0.0183,
Train Epoch: [1/20] Iters:[6680/20018] gen_loss 0.1567, rec_loss 0.0283, lpips_loss 0.1797, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7768, d_loss 0.5014, logits_real 0.0181, logits_fake 0.0186,
Train Epoch: [1/20] Iters:[6690/20018] gen_loss 0.1563, rec_loss 0.0280, lpips_loss 0.1791, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7533, d_loss 0.5015, logits_real 0.0182, logits_fake 0.0188,
Train Epoch: [1/20] Iters:[6700/20018] gen_loss 0.1584, rec_loss 0.0282, lpips_loss 0.1805, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.6988, d_loss 0.5015, logits_real 0.0183, logits_fake 0.0190,
Train Epoch: [1/20] Iters:[6710/20018] gen_loss 0.1589, rec_loss 0.0285, lpips_loss 0.1809, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.6879, d_loss 0.5015, logits_real 0.0184, logits_fake 0.0192,
Train Epoch: [1/20] Iters:[6720/20018] gen_loss 0.1574, rec_loss 0.0283, lpips_loss 0.1808, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7380, d_loss 0.5015, logits_real 0.0186, logits_fake 0.0192,
Train Epoch: [1/20] Iters:[6730/20018] gen_loss 0.1571, rec_loss 0.0284, lpips_loss 0.1801, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7250, d_loss 0.5015, logits_real 0.0186, logits_fake 0.0193,
Train Epoch: [1/20] Iters:[6740/20018] gen_loss 0.1577, rec_loss 0.0285, lpips_loss 0.1803, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7041, d_loss 0.5015, logits_real 0.0184, logits_fake 0.0190,
Train Epoch: [1/20] Iters:[6750/20018] gen_loss 0.1558, rec_loss 0.0281, lpips_loss 0.1796, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7601, d_loss 0.5014, logits_real 0.0184, logits_fake 0.0186,
Train Epoch: [1/20] Iters:[6760/20018] gen_loss 0.1549, rec_loss 0.0277, lpips_loss 0.1793, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7950, d_loss 0.5014, logits_real 0.0183, logits_fake 0.0187,
Train Epoch: [1/20] Iters:[6770/20018] gen_loss 0.1552, rec_loss 0.0277, lpips_loss 0.1784, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7709, d_loss 0.5014, logits_real 0.0181, logits_fake 0.0184,
Train Epoch: [1/20] Iters:[6780/20018] gen_loss 0.1554, rec_loss 0.0273, lpips_loss 0.1792, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.7554, d_loss 0.5014, logits_real 0.0180, logits_fake 0.0183,
Train Epoch: [1/20] Iters:[6790/20018] gen_loss 0.1546, rec_loss 0.0271, lpips_loss 0.1789, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8029, d_loss 0.5014, logits_real 0.0179, logits_fake 0.0180,
Train Epoch: [1/20] Iters:[6800/20018] gen_loss 0.1537, rec_loss 0.0275, lpips_loss 0.1794, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8795, d_loss 0.5014, logits_real 0.0177, logits_fake 0.0181,
Train Epoch: [1/20] Iters:[6810/20018] gen_loss 0.1534, rec_loss 0.0276, lpips_loss 0.1798, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8943, d_loss 0.5014, logits_real 0.0178, logits_fake 0.0182,
Train Epoch: [1/20] Iters:[6820/20018] gen_loss 0.1543, rec_loss 0.0274, lpips_loss 0.1800, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8104, d_loss 0.5014, logits_real 0.0181, logits_fake 0.0186,
Train Epoch: [1/20] Iters:[6830/20018] gen_loss 0.1547, rec_loss 0.0277, lpips_loss 0.1798, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7733, d_loss 0.5014, logits_real 0.0185, logits_fake 0.0189,
Train Epoch: [1/20] Iters:[6840/20018] gen_loss 0.1547, rec_loss 0.0276, lpips_loss 0.1802, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 2.6938, d_loss 0.5014, logits_real 0.0190, logits_fake 0.0194,
Train Epoch: [1/20] Iters:[6850/20018] gen_loss 0.1541, rec_loss 0.0268, lpips_loss 0.1798, g_loss -0.0199, disc_weight 0.5000, disc_adaptive_weight 2.6447, d_loss 0.5013, logits_real 0.0195, logits_fake 0.0198,
Train Epoch: [1/20] Iters:[6860/20018] gen_loss 0.1526, rec_loss 0.0268, lpips_loss 0.1793, g_loss -0.0201, disc_weight 0.5000, disc_adaptive_weight 2.6528, d_loss 0.5013, logits_real 0.0198, logits_fake 0.0200,
Train Epoch: [1/20] Iters:[6870/20018] gen_loss 0.1522, rec_loss 0.0270, lpips_loss 0.1798, g_loss -0.0203, disc_weight 0.5000, disc_adaptive_weight 2.6783, d_loss 0.5013, logits_real 0.0200, logits_fake 0.0201,
Train Epoch: [1/20] Iters:[6880/20018] gen_loss 0.1509, rec_loss 0.0261, lpips_loss 0.1788, g_loss -0.0199, disc_weight 0.5000, disc_adaptive_weight 2.7109, d_loss 0.5013, logits_real 0.0196, logits_fake 0.0200,
Train Epoch: [1/20] Iters:[6890/20018] gen_loss 0.1502, rec_loss 0.0261, lpips_loss 0.1786, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.7844, d_loss 0.5013, logits_real 0.0195, logits_fake 0.0198,
Train Epoch: [1/20] Iters:[6900/20018] gen_loss 0.1484, rec_loss 0.0266, lpips_loss 0.1776, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8959, d_loss 0.5014, logits_real 0.0190, logits_fake 0.0194,
Train Epoch: [1/20] Iters:[6910/20018] gen_loss 0.1486, rec_loss 0.0266, lpips_loss 0.1775, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.9080, d_loss 0.5014, logits_real 0.0186, logits_fake 0.0191,
Train Epoch: [1/20] Iters:[6920/20018] gen_loss 0.1459, rec_loss 0.0265, lpips_loss 0.1780, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 3.0427, d_loss 0.5014, logits_real 0.0185, logits_fake 0.0190,
Train Epoch: [1/20] Iters:[6930/20018] gen_loss 0.1466, rec_loss 0.0277, lpips_loss 0.1794, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 3.0601, d_loss 0.5014, logits_real 0.0188, logits_fake 0.0192,
Train Epoch: [1/20] Iters:[6940/20018] gen_loss 0.1480, rec_loss 0.0277, lpips_loss 0.1800, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 3.0137, d_loss 0.5014, logits_real 0.0188, logits_fake 0.0194,
Train Epoch: [1/20] Iters:[6950/20018] gen_loss 0.1500, rec_loss 0.0276, lpips_loss 0.1809, g_loss -0.0203, disc_weight 0.5000, disc_adaptive_weight 2.8764, d_loss 0.5014, logits_real 0.0195, logits_fake 0.0200,
Train Epoch: [1/20] Iters:[6960/20018] gen_loss 0.1507, rec_loss 0.0276, lpips_loss 0.1814, g_loss -0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8183, d_loss 0.5014, logits_real 0.0198, logits_fake 0.0203,
Train Epoch: [1/20] Iters:[6970/20018] gen_loss 0.1510, rec_loss 0.0274, lpips_loss 0.1802, g_loss -0.0209, disc_weight 0.5000, disc_adaptive_weight 2.7072, d_loss 0.5013, logits_real 0.0204, logits_fake 0.0206,
Train Epoch: [1/20] Iters:[6980/20018] gen_loss 0.1513, rec_loss 0.0267, lpips_loss 0.1796, g_loss -0.0209, disc_weight 0.5000, disc_adaptive_weight 2.6222, d_loss 0.5013, logits_real 0.0206, logits_fake 0.0208,
Train Epoch: [1/20] Iters:[6990/20018] gen_loss 0.1506, rec_loss 0.0267, lpips_loss 0.1790, g_loss -0.0212, disc_weight 0.5000, disc_adaptive_weight 2.5947, d_loss 0.5013, logits_real 0.0210, logits_fake 0.0210,
Train Epoch: [1/20] Iters:[7000/20018] gen_loss 0.1510, rec_loss 0.0268, lpips_loss 0.1798, g_loss -0.0212, disc_weight 0.5000, disc_adaptive_weight 2.6182, d_loss 0.5013, logits_real 0.0211, logits_fake 0.0212,
Train Epoch: [1/20] Iters:[7010/20018] gen_loss 0.1520, rec_loss 0.0269, lpips_loss 0.1792, g_loss -0.0212, disc_weight 0.5000, disc_adaptive_weight 2.5536, d_loss 0.5012, logits_real 0.0213, logits_fake 0.0212,
Train Epoch: [1/20] Iters:[7020/20018] gen_loss 0.1543, rec_loss 0.0273, lpips_loss 0.1806, g_loss -0.0210, disc_weight 0.5000, disc_adaptive_weight 2.5616, d_loss 0.5013, logits_real 0.0209, logits_fake 0.0209,
Train Epoch: [1/20] Iters:[7030/20018] gen_loss 0.1541, rec_loss 0.0280, lpips_loss 0.1802, g_loss -0.0207, disc_weight 0.5000, disc_adaptive_weight 2.6164, d_loss 0.5013, logits_real 0.0205, logits_fake 0.0207,
Train Epoch: [1/20] Iters:[7040/20018] gen_loss 0.1559, rec_loss 0.0285, lpips_loss 0.1804, g_loss -0.0201, disc_weight 0.5000, disc_adaptive_weight 2.6361, d_loss 0.5013, logits_real 0.0200, logits_fake 0.0202,
Train Epoch: [1/20] Iters:[7050/20018] gen_loss 0.1563, rec_loss 0.0281, lpips_loss 0.1791, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.6543, d_loss 0.5012, logits_real 0.0193, logits_fake 0.0193,
Train Epoch: [1/20] Iters:[7060/20018] gen_loss 0.1562, rec_loss 0.0278, lpips_loss 0.1787, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7729, d_loss 0.5012, logits_real 0.0184, logits_fake 0.0185,
Train Epoch: [1/20] Iters:[7070/20018] gen_loss 0.1555, rec_loss 0.0278, lpips_loss 0.1771, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8250, d_loss 0.5013, logits_real 0.0179, logits_fake 0.0179,
Train Epoch: [1/20] Iters:[7080/20018] gen_loss 0.1572, rec_loss 0.0275, lpips_loss 0.1776, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.8353, d_loss 0.5012, logits_real 0.0173, logits_fake 0.0173,
Train Epoch: [1/20] Iters:[7090/20018] gen_loss 0.1571, rec_loss 0.0274, lpips_loss 0.1772, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.8420, d_loss 0.5012, logits_real 0.0169, logits_fake 0.0169,
Train Epoch: [1/20] Iters:[7100/20018] gen_loss 0.1582, rec_loss 0.0280, lpips_loss 0.1782, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8593, d_loss 0.5013, logits_real 0.0168, logits_fake 0.0169,
Train Epoch: [1/20] Iters:[7110/20018] gen_loss 0.1597, rec_loss 0.0288, lpips_loss 0.1800, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.8535, d_loss 0.5012, logits_real 0.0169, logits_fake 0.0171,
Train Epoch: [1/20] Iters:[7120/20018] gen_loss 0.1612, rec_loss 0.0289, lpips_loss 0.1809, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.7611, d_loss 0.5013, logits_real 0.0172, logits_fake 0.0174,
Train Epoch: [1/20] Iters:[7130/20018] gen_loss 0.1605, rec_loss 0.0289, lpips_loss 0.1809, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7536, d_loss 0.5013, logits_real 0.0174, logits_fake 0.0179,
Train Epoch: [1/20] Iters:[7140/20018] gen_loss 0.1610, rec_loss 0.0294, lpips_loss 0.1822, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.8380, d_loss 0.5013, logits_real 0.0176, logits_fake 0.0180,
Train Epoch: [1/20] Iters:[7150/20018] gen_loss 0.1597, rec_loss 0.0292, lpips_loss 0.1819, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8709, d_loss 0.5013, logits_real 0.0177, logits_fake 0.0181,
Train Epoch: [1/20] Iters:[7160/20018] gen_loss 0.1589, rec_loss 0.0292, lpips_loss 0.1812, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8650, d_loss 0.5013, logits_real 0.0178, logits_fake 0.0182,
Train Epoch: [1/20] Iters:[7170/20018] gen_loss 0.1579, rec_loss 0.0289, lpips_loss 0.1809, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9041, d_loss 0.5013, logits_real 0.0177, logits_fake 0.0180,
Train Epoch: [1/20] Iters:[7180/20018] gen_loss 0.1583, rec_loss 0.0289, lpips_loss 0.1812, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8749, d_loss 0.5013, logits_real 0.0180, logits_fake 0.0181,
Train Epoch: [1/20] Iters:[7190/20018] gen_loss 0.1599, rec_loss 0.0284, lpips_loss 0.1810, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7074, d_loss 0.5013, logits_real 0.0181, logits_fake 0.0182,
Train Epoch: [1/20] Iters:[7200/20018] gen_loss 0.1594, rec_loss 0.0281, lpips_loss 0.1807, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.6899, d_loss 0.5012, logits_real 0.0182, logits_fake 0.0182,
Train Epoch: [1/20] Iters:[7210/20018] gen_loss 0.1587, rec_loss 0.0275, lpips_loss 0.1802, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.6661, d_loss 0.5012, logits_real 0.0181, logits_fake 0.0182,
