dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss -0.8271, rec_loss 0.0235, lpips_loss 0.1791, g_loss -0.1784, disc_weight 0.5000, disc_adaptive_weight 5.5725, d_loss 2.4870, logits_real 0.1403, logits_fake 0.1815,
Train Epoch: [2/10] Iters:[11100/20018] gen_loss 0.1566, rec_loss 0.0284, lpips_loss 0.1791, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9816, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11110/20018] gen_loss 0.1577, rec_loss 0.0289, lpips_loss 0.1798, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9643, d_loss 0.5004, logits_real 0.0171, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11120/20018] gen_loss 0.1604, rec_loss 0.0293, lpips_loss 0.1813, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.9469, d_loss 0.5004, logits_real 0.0170, logits_fake 0.0172,
Train Epoch: [2/10] Iters:[11130/20018] gen_loss 0.1589, rec_loss 0.0292, lpips_loss 0.1800, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9005, d_loss 0.5004, logits_real 0.0171, logits_fake 0.0174,
Train Epoch: [2/10] Iters:[11140/20018] gen_loss 0.1603, rec_loss 0.0295, lpips_loss 0.1810, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.8944, d_loss 0.5004, logits_real 0.0172, logits_fake 0.0174,
Train Epoch: [2/10] Iters:[11150/20018] gen_loss 0.1589, rec_loss 0.0293, lpips_loss 0.1804, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8956, d_loss 0.5003, logits_real 0.0173, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11160/20018] gen_loss 0.1571, rec_loss 0.0291, lpips_loss 0.1793, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8899, d_loss 0.5003, logits_real 0.0174, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11170/20018] gen_loss 0.1552, rec_loss 0.0291, lpips_loss 0.1779, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8778, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0174,
Train Epoch: [2/10] Iters:[11180/20018] gen_loss 0.1567, rec_loss 0.0299, lpips_loss 0.1786, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8958, d_loss 0.5003, logits_real 0.0177, logits_fake 0.0175,
Train Epoch: [2/10] Iters:[11190/20018] gen_loss 0.1554, rec_loss 0.0301, lpips_loss 0.1784, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9568, d_loss 0.5003, logits_real 0.0179, logits_fake 0.0177,
Train Epoch: [2/10] Iters:[11200/20018] gen_loss 0.1579, rec_loss 0.0304, lpips_loss 0.1796, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9317, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0178,
Train Epoch: [2/10] Iters:[11210/20018] gen_loss 0.1593, rec_loss 0.0304, lpips_loss 0.1801, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9462, d_loss 0.5004, logits_real 0.0174, logits_fake 0.0178,
Train Epoch: [2/10] Iters:[11220/20018] gen_loss 0.1604, rec_loss 0.0303, lpips_loss 0.1804, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9396, d_loss 0.5004, logits_real 0.0170, logits_fake 0.0174,
Train Epoch: [2/10] Iters:[11230/20018] gen_loss 0.1593, rec_loss 0.0296, lpips_loss 0.1803, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9935, d_loss 0.5005, logits_real 0.0167, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11240/20018] gen_loss 0.1598, rec_loss 0.0292, lpips_loss 0.1800, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.9458, d_loss 0.5005, logits_real 0.0163, logits_fake 0.0170,
Train Epoch: [2/10] Iters:[11250/20018] gen_loss 0.1594, rec_loss 0.0295, lpips_loss 0.1799, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9659, d_loss 0.5004, logits_real 0.0166, logits_fake 0.0170,
Train Epoch: [2/10] Iters:[11260/20018] gen_loss 0.1589, rec_loss 0.0293, lpips_loss 0.1798, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9584, d_loss 0.5004, logits_real 0.0166, logits_fake 0.0169,
Train Epoch: [2/10] Iters:[11270/20018] gen_loss 0.1601, rec_loss 0.0292, lpips_loss 0.1801, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8891, d_loss 0.5004, logits_real 0.0168, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11280/20018] gen_loss 0.1626, rec_loss 0.0291, lpips_loss 0.1800, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.7180, d_loss 0.5004, logits_real 0.0170, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11290/20018] gen_loss 0.1637, rec_loss 0.0291, lpips_loss 0.1800, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.6662, d_loss 0.5003, logits_real 0.0171, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11300/20018] gen_loss 0.1643, rec_loss 0.0290, lpips_loss 0.1805, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.6337, d_loss 0.5003, logits_real 0.0171, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11310/20018] gen_loss 0.1630, rec_loss 0.0286, lpips_loss 0.1796, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.6416, d_loss 0.5003, logits_real 0.0171, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11320/20018] gen_loss 0.1603, rec_loss 0.0285, lpips_loss 0.1785, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.7468, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0168,
Train Epoch: [2/10] Iters:[11330/20018] gen_loss 0.1592, rec_loss 0.0289, lpips_loss 0.1787, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8342, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0170,
Train Epoch: [2/10] Iters:[11340/20018] gen_loss 0.1586, rec_loss 0.0291, lpips_loss 0.1786, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8373, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11350/20018] gen_loss 0.1592, rec_loss 0.0287, lpips_loss 0.1781, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.7949, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0170,
Train Epoch: [2/10] Iters:[11360/20018] gen_loss 0.1609, rec_loss 0.0293, lpips_loss 0.1792, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.7835, d_loss 0.5002, logits_real 0.0174, logits_fake 0.0170,
Train Epoch: [2/10] Iters:[11370/20018] gen_loss 0.1619, rec_loss 0.0293, lpips_loss 0.1792, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.7654, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0170,
Train Epoch: [2/10] Iters:[11380/20018] gen_loss 0.1629, rec_loss 0.0292, lpips_loss 0.1794, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.7405, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0168,
Train Epoch: [2/10] Iters:[11390/20018] gen_loss 0.1633, rec_loss 0.0288, lpips_loss 0.1789, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7022, d_loss 0.5003, logits_real 0.0167, logits_fake 0.0166,
Train Epoch: [2/10] Iters:[11400/20018] gen_loss 0.1637, rec_loss 0.0290, lpips_loss 0.1795, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7242, d_loss 0.5003, logits_real 0.0166, logits_fake 0.0167,
Train Epoch: [2/10] Iters:[11410/20018] gen_loss 0.1626, rec_loss 0.0285, lpips_loss 0.1785, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.7281, d_loss 0.5003, logits_real 0.0164, logits_fake 0.0166,
Train Epoch: [2/10] Iters:[11420/20018] gen_loss 0.1623, rec_loss 0.0283, lpips_loss 0.1789, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.7611, d_loss 0.5003, logits_real 0.0165, logits_fake 0.0165,
Train Epoch: [2/10] Iters:[11430/20018] gen_loss 0.1610, rec_loss 0.0280, lpips_loss 0.1790, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7788, d_loss 0.5003, logits_real 0.0167, logits_fake 0.0168,
Train Epoch: [2/10] Iters:[11440/20018] gen_loss 0.1614, rec_loss 0.0283, lpips_loss 0.1798, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.7805, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0169,
Train Epoch: [2/10] Iters:[11450/20018] gen_loss 0.1586, rec_loss 0.0282, lpips_loss 0.1783, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8080, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11460/20018] gen_loss 0.1582, rec_loss 0.0289, lpips_loss 0.1790, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.8647, d_loss 0.5004, logits_real 0.0173, logits_fake 0.0176,
Train Epoch: [2/10] Iters:[11470/20018] gen_loss 0.1575, rec_loss 0.0294, lpips_loss 0.1790, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8689, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0180,
Train Epoch: [2/10] Iters:[11480/20018] gen_loss 0.1557, rec_loss 0.0296, lpips_loss 0.1792, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9355, d_loss 0.5004, logits_real 0.0182, logits_fake 0.0186,
Train Epoch: [2/10] Iters:[11490/20018] gen_loss 0.1524, rec_loss 0.0294, lpips_loss 0.1792, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0220, d_loss 0.5005, logits_real 0.0185, logits_fake 0.0191,
Train Epoch: [2/10] Iters:[11500/20018] gen_loss 0.1541, rec_loss 0.0297, lpips_loss 0.1809, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 3.0008, d_loss 0.5004, logits_real 0.0188, logits_fake 0.0192,
Train Epoch: [2/10] Iters:[11510/20018] gen_loss 0.1547, rec_loss 0.0295, lpips_loss 0.1809, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.9392, d_loss 0.5004, logits_real 0.0189, logits_fake 0.0191,
Train Epoch: [2/10] Iters:[11520/20018] gen_loss 0.1544, rec_loss 0.0292, lpips_loss 0.1817, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.9441, d_loss 0.5004, logits_real 0.0190, logits_fake 0.0192,
Train Epoch: [2/10] Iters:[11530/20018] gen_loss 0.1548, rec_loss 0.0290, lpips_loss 0.1804, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8875, d_loss 0.5003, logits_real 0.0187, logits_fake 0.0187,
Train Epoch: [2/10] Iters:[11540/20018] gen_loss 0.1567, rec_loss 0.0291, lpips_loss 0.1805, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8560, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0182,
Train Epoch: [2/10] Iters:[11550/20018] gen_loss 0.1565, rec_loss 0.0290, lpips_loss 0.1803, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8847, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0179,
Train Epoch: [2/10] Iters:[11560/20018] gen_loss 0.1545, rec_loss 0.0290, lpips_loss 0.1800, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9402, d_loss 0.5002, logits_real 0.0184, logits_fake 0.0180,
Train Epoch: [2/10] Iters:[11570/20018] gen_loss 0.1552, rec_loss 0.0291, lpips_loss 0.1794, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8574, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0181,
Train Epoch: [2/10] Iters:[11580/20018] gen_loss 0.1551, rec_loss 0.0293, lpips_loss 0.1794, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8574, d_loss 0.5002, logits_real 0.0187, logits_fake 0.0183,
Train Epoch: [2/10] Iters:[11590/20018] gen_loss 0.1543, rec_loss 0.0291, lpips_loss 0.1787, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8354, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [2/10] Iters:[11600/20018] gen_loss 0.1544, rec_loss 0.0289, lpips_loss 0.1779, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7926, d_loss 0.5003, logits_real 0.0187, logits_fake 0.0186,
Train Epoch: [2/10] Iters:[11610/20018] gen_loss 0.1573, rec_loss 0.0290, lpips_loss 0.1793, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7643, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0184,
Train Epoch: [2/10] Iters:[11620/20018] gen_loss 0.1566, rec_loss 0.0288, lpips_loss 0.1784, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8279, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0178,
Train Epoch: [2/10] Iters:[11630/20018] gen_loss 0.1591, rec_loss 0.0288, lpips_loss 0.1792, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8129, d_loss 0.5003, logits_real 0.0173, logits_fake 0.0172,
Train Epoch: [2/10] Iters:[11640/20018] gen_loss 0.1604, rec_loss 0.0287, lpips_loss 0.1793, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8346, d_loss 0.5003, logits_real 0.0168, logits_fake 0.0166,
Train Epoch: [2/10] Iters:[11650/20018] gen_loss 0.1613, rec_loss 0.0290, lpips_loss 0.1795, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8375, d_loss 0.5003, logits_real 0.0165, logits_fake 0.0164,
Train Epoch: [2/10] Iters:[11660/20018] gen_loss 0.1619, rec_loss 0.0290, lpips_loss 0.1791, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.8094, d_loss 0.5003, logits_real 0.0163, logits_fake 0.0163,
Train Epoch: [2/10] Iters:[11670/20018] gen_loss 0.1633, rec_loss 0.0291, lpips_loss 0.1803, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.7950, d_loss 0.5003, logits_real 0.0165, logits_fake 0.0165,
Train Epoch: [2/10] Iters:[11680/20018] gen_loss 0.1622, rec_loss 0.0291, lpips_loss 0.1809, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8705, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0167,
Train Epoch: [2/10] Iters:[11690/20018] gen_loss 0.1620, rec_loss 0.0292, lpips_loss 0.1815, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.8763, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11700/20018] gen_loss 0.1595, rec_loss 0.0292, lpips_loss 0.1816, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9707, d_loss 0.5004, logits_real 0.0174, logits_fake 0.0177,
Train Epoch: [2/10] Iters:[11710/20018] gen_loss 0.1581, rec_loss 0.0295, lpips_loss 0.1819, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.0134, d_loss 0.5004, logits_real 0.0177, logits_fake 0.0180,
Train Epoch: [2/10] Iters:[11720/20018] gen_loss 0.1565, rec_loss 0.0295, lpips_loss 0.1817, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 3.0249, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0183,
Train Epoch: [2/10] Iters:[11730/20018] gen_loss 0.1549, rec_loss 0.0291, lpips_loss 0.1814, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0255, d_loss 0.5004, logits_real 0.0183, logits_fake 0.0185,
Train Epoch: [2/10] Iters:[11740/20018] gen_loss 0.1538, rec_loss 0.0290, lpips_loss 0.1808, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0374, d_loss 0.5003, logits_real 0.0187, logits_fake 0.0186,
Train Epoch: [2/10] Iters:[11750/20018] gen_loss 0.1545, rec_loss 0.0286, lpips_loss 0.1803, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9695, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [2/10] Iters:[11760/20018] gen_loss 0.1540, rec_loss 0.0280, lpips_loss 0.1793, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.9287, d_loss 0.5004, logits_real 0.0186, logits_fake 0.0188,
Train Epoch: [2/10] Iters:[11770/20018] gen_loss 0.1536, rec_loss 0.0281, lpips_loss 0.1786, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9384, d_loss 0.5004, logits_real 0.0184, logits_fake 0.0186,
Train Epoch: [2/10] Iters:[11780/20018] gen_loss 0.1549, rec_loss 0.0288, lpips_loss 0.1793, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8975, d_loss 0.5004, logits_real 0.0184, logits_fake 0.0187,
Train Epoch: [2/10] Iters:[11790/20018] gen_loss 0.1554, rec_loss 0.0293, lpips_loss 0.1800, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8964, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/10] Iters:[11800/20018] gen_loss 0.1567, rec_loss 0.0294, lpips_loss 0.1802, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8321, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0184,
Train Epoch: [2/10] Iters:[11810/20018] gen_loss 0.1569, rec_loss 0.0291, lpips_loss 0.1802, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8065, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0183,
Train Epoch: [2/10] Iters:[11820/20018] gen_loss 0.1589, rec_loss 0.0289, lpips_loss 0.1806, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7363, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0182,
Train Epoch: [2/10] Iters:[11830/20018] gen_loss 0.1597, rec_loss 0.0287, lpips_loss 0.1802, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7263, d_loss 0.5002, logits_real 0.0183, logits_fake 0.0179,
Train Epoch: [2/10] Iters:[11840/20018] gen_loss 0.1613, rec_loss 0.0282, lpips_loss 0.1801, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.6349, d_loss 0.5002, logits_real 0.0180, logits_fake 0.0177,
Train Epoch: [2/10] Iters:[11850/20018] gen_loss 0.1612, rec_loss 0.0283, lpips_loss 0.1794, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.6296, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0176,
Train Epoch: [2/10] Iters:[11860/20018] gen_loss 0.1607, rec_loss 0.0281, lpips_loss 0.1792, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.6767, d_loss 0.5003, logits_real 0.0177, logits_fake 0.0175,
Train Epoch: [2/10] Iters:[11870/20018] gen_loss 0.1618, rec_loss 0.0285, lpips_loss 0.1797, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.6579, d_loss 0.5003, logits_real 0.0175, logits_fake 0.0174,
Train Epoch: [2/10] Iters:[11880/20018] gen_loss 0.1628, rec_loss 0.0285, lpips_loss 0.1800, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.6495, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11890/20018] gen_loss 0.1611, rec_loss 0.0290, lpips_loss 0.1796, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.7867, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11900/20018] gen_loss 0.1602, rec_loss 0.0290, lpips_loss 0.1803, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8449, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0171,
Train Epoch: [2/10] Iters:[11910/20018] gen_loss 0.1612, rec_loss 0.0294, lpips_loss 0.1811, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.7991, d_loss 0.5003, logits_real 0.0173, logits_fake 0.0173,
Train Epoch: [2/10] Iters:[11920/20018] gen_loss 0.1598, rec_loss 0.0292, lpips_loss 0.1817, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.8542, d_loss 0.5003, logits_real 0.0179, logits_fake 0.0178,
Train Epoch: [2/10] Iters:[11930/20018] gen_loss 0.1593, rec_loss 0.0297, lpips_loss 0.1822, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8538, d_loss 0.5003, logits_real 0.0188, logits_fake 0.0187,
Train Epoch: [2/10] Iters:[11940/20018] gen_loss 0.1595, rec_loss 0.0295, lpips_loss 0.1829, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8293, d_loss 0.5003, logits_real 0.0191, logits_fake 0.0190,
Train Epoch: [2/10] Iters:[11950/20018] gen_loss 0.1587, rec_loss 0.0294, lpips_loss 0.1835, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9000, d_loss 0.5003, logits_real 0.0192, logits_fake 0.0192,
Train Epoch: [2/10] Iters:[11960/20018] gen_loss 0.1591, rec_loss 0.0299, lpips_loss 0.1839, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9275, d_loss 0.5003, logits_real 0.0191, logits_fake 0.0191,
Train Epoch: [2/10] Iters:[11970/20018] gen_loss 0.1573, rec_loss 0.0299, lpips_loss 0.1826, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9832, d_loss 0.5004, logits_real 0.0186, logits_fake 0.0188,
Train Epoch: [2/10] Iters:[11980/20018] gen_loss 0.1546, rec_loss 0.0294, lpips_loss 0.1812, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0192, d_loss 0.5004, logits_real 0.0183, logits_fake 0.0185,
Train Epoch: [2/10] Iters:[11990/20018] gen_loss 0.1542, rec_loss 0.0294, lpips_loss 0.1806, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9893, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0183,
Train Epoch: [2/10] Iters:[12000/20018] gen_loss 0.1549, rec_loss 0.0300, lpips_loss 0.1804, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9679, d_loss 0.5004, logits_real 0.0179, logits_fake 0.0182,
Train Epoch: [2/10] Iters:[12010/20018] gen_loss 0.1526, rec_loss 0.0294, lpips_loss 0.1802, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0081, d_loss 0.5004, logits_real 0.0182, logits_fake 0.0185,
Train Epoch: [2/10] Iters:[12020/20018] gen_loss 0.1521, rec_loss 0.0293, lpips_loss 0.1808, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9968, d_loss 0.5004, logits_real 0.0188, logits_fake 0.0191,
Train Epoch: [2/10] Iters:[12030/20018] gen_loss 0.1528, rec_loss 0.0292, lpips_loss 0.1814, g_loss -0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9729, d_loss 0.5004, logits_real 0.0190, logits_fake 0.0193,
Train Epoch: [2/10] Iters:[12040/20018] gen_loss 0.1526, rec_loss 0.0293, lpips_loss 0.1817, g_loss -0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9733, d_loss 0.5004, logits_real 0.0192, logits_fake 0.0195,
Train Epoch: [2/10] Iters:[12050/20018] gen_loss 0.1497, rec_loss 0.0284, lpips_loss 0.1813, g_loss -0.0200, disc_weight 0.5000, disc_adaptive_weight 3.0075, d_loss 0.5004, logits_real 0.0195, logits_fake 0.0198,
Train Epoch: [2/10] Iters:[12060/20018] gen_loss 0.1488, rec_loss 0.0281, lpips_loss 0.1805, g_loss -0.0201, disc_weight 0.5000, disc_adaptive_weight 2.9750, d_loss 0.5004, logits_real 0.0197, logits_fake 0.0200,
Train Epoch: [2/10] Iters:[12070/20018] gen_loss 0.1498, rec_loss 0.0280, lpips_loss 0.1803, g_loss -0.0201, disc_weight 0.5000, disc_adaptive_weight 2.9117, d_loss 0.5004, logits_real 0.0197, logits_fake 0.0201,
Train Epoch: [2/10] Iters:[12080/20018] gen_loss 0.1497, rec_loss 0.0280, lpips_loss 0.1794, g_loss -0.0200, disc_weight 0.5000, disc_adaptive_weight 2.8742, d_loss 0.5004, logits_real 0.0197, logits_fake 0.0199,
Train Epoch: [2/10] Iters:[12090/20018] gen_loss 0.1490, rec_loss 0.0281, lpips_loss 0.1787, g_loss -0.0200, disc_weight 0.5000, disc_adaptive_weight 2.8888, d_loss 0.5004, logits_real 0.0198, logits_fake 0.0200,
