dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3394, rec_loss 0.4752, p_loss 0.7429, quant_error1 0.5420, quant_error 0.8228, utilization 0.7390, perplexity 1880.7219,
Train Epoch: [1/5] Iters:[5020/20018] transplant_loss 0.9489, rec_loss 0.0259, p_loss 0.1825, quant_error1 0.2752, quant_error 0.2594, utilization 0.9994, perplexity 3052.5904,
Train Epoch: [1/5] Iters:[5030/20018] transplant_loss 0.9478, rec_loss 0.0260, p_loss 0.1834, quant_error1 0.2746, quant_error 0.2590, utilization 0.9994, perplexity 3043.1243,
Train Epoch: [1/5] Iters:[5040/20018] transplant_loss 0.9474, rec_loss 0.0262, p_loss 0.1830, quant_error1 0.2746, quant_error 0.2588, utilization 0.9994, perplexity 3044.1545,
Train Epoch: [1/5] Iters:[5050/20018] transplant_loss 0.9487, rec_loss 0.0261, p_loss 0.1832, quant_error1 0.2749, quant_error 0.2591, utilization 0.9994, perplexity 3044.8714,
Train Epoch: [1/5] Iters:[5060/20018] transplant_loss 0.9632, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2796, quant_error 0.2639, utilization 0.9994, perplexity 3050.0613,
Train Epoch: [1/5] Iters:[5070/20018] transplant_loss 0.9787, rec_loss 0.0272, p_loss 0.1859, quant_error1 0.2850, quant_error 0.2690, utilization 0.9994, perplexity 3042.8598,
Train Epoch: [1/5] Iters:[5080/20018] transplant_loss 0.9803, rec_loss 0.0272, p_loss 0.1855, quant_error1 0.2859, quant_error 0.2698, utilization 0.9994, perplexity 3036.1609,
Train Epoch: [1/5] Iters:[5090/20018] transplant_loss 0.9808, rec_loss 0.0269, p_loss 0.1856, quant_error1 0.2861, quant_error 0.2701, utilization 0.9994, perplexity 3060.4689,
Train Epoch: [1/5] Iters:[5100/20018] transplant_loss 0.9738, rec_loss 0.0269, p_loss 0.1856, quant_error1 0.2833, quant_error 0.2673, utilization 0.9993, perplexity 3062.5547,
Train Epoch: [1/5] Iters:[5110/20018] transplant_loss 0.9620, rec_loss 0.0266, p_loss 0.1843, quant_error1 0.2796, quant_error 0.2635, utilization 0.9993, perplexity 3048.0536,
Train Epoch: [1/5] Iters:[5120/20018] transplant_loss 0.9653, rec_loss 0.0268, p_loss 0.1847, quant_error1 0.2806, quant_error 0.2643, utilization 0.9993, perplexity 3057.9685,
Train Epoch: [1/5] Iters:[5130/20018] transplant_loss 0.9634, rec_loss 0.0270, p_loss 0.1851, quant_error1 0.2793, quant_error 0.2631, utilization 0.9993, perplexity 3059.3911,
Train Epoch: [1/5] Iters:[5140/20018] transplant_loss 0.9651, rec_loss 0.0272, p_loss 0.1851, quant_error1 0.2801, quant_error 0.2638, utilization 0.9993, perplexity 3042.8181,
Train Epoch: [1/5] Iters:[5150/20018] transplant_loss 0.9676, rec_loss 0.0271, p_loss 0.1855, quant_error1 0.2809, quant_error 0.2645, utilization 0.9994, perplexity 3055.9403,
Train Epoch: [1/5] Iters:[5160/20018] transplant_loss 0.9743, rec_loss 0.0272, p_loss 0.1863, quant_error1 0.2829, quant_error 0.2665, utilization 0.9994, perplexity 3080.0853,
Train Epoch: [1/5] Iters:[5170/20018] transplant_loss 0.9603, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2784, quant_error 0.2622, utilization 0.9994, perplexity 3055.0641,
Train Epoch: [1/5] Iters:[5180/20018] transplant_loss 0.9637, rec_loss 0.0268, p_loss 0.1844, quant_error1 0.2799, quant_error 0.2636, utilization 0.9995, perplexity 3060.7057,
Train Epoch: [1/5] Iters:[5190/20018] transplant_loss 0.9706, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2825, quant_error 0.2661, utilization 0.9994, perplexity 3072.1616,
Train Epoch: [1/5] Iters:[5200/20018] transplant_loss 0.9691, rec_loss 0.0265, p_loss 0.1832, quant_error1 0.2829, quant_error 0.2665, utilization 0.9994, perplexity 3054.3202,
Train Epoch: [1/5] Iters:[5210/20018] transplant_loss 0.9554, rec_loss 0.0260, p_loss 0.1826, quant_error1 0.2783, quant_error 0.2619, utilization 0.9994, perplexity 3036.5756,
Train Epoch: [1/5] Iters:[5220/20018] transplant_loss 0.9573, rec_loss 0.0261, p_loss 0.1824, quant_error1 0.2789, quant_error 0.2624, utilization 0.9993, perplexity 3039.7466,
Train Epoch: [1/5] Iters:[5230/20018] transplant_loss 0.9589, rec_loss 0.0258, p_loss 0.1836, quant_error1 0.2796, quant_error 0.2630, utilization 0.9994, perplexity 3050.1305,
Train Epoch: [1/5] Iters:[5240/20018] transplant_loss 0.9464, rec_loss 0.0256, p_loss 0.1831, quant_error1 0.2744, quant_error 0.2582, utilization 0.9994, perplexity 3021.0560,
Train Epoch: [1/5] Iters:[5250/20018] transplant_loss 0.9496, rec_loss 0.0260, p_loss 0.1841, quant_error1 0.2748, quant_error 0.2586, utilization 0.9994, perplexity 3041.0069,
Train Epoch: [1/5] Iters:[5260/20018] transplant_loss 0.9599, rec_loss 0.0263, p_loss 0.1837, quant_error1 0.2789, quant_error 0.2625, utilization 0.9994, perplexity 3045.5265,
Train Epoch: [1/5] Iters:[5270/20018] transplant_loss 0.9630, rec_loss 0.0267, p_loss 0.1851, quant_error1 0.2793, quant_error 0.2630, utilization 0.9995, perplexity 3049.2306,
Train Epoch: [1/5] Iters:[5280/20018] transplant_loss 0.9600, rec_loss 0.0266, p_loss 0.1844, quant_error1 0.2781, quant_error 0.2618, utilization 0.9995, perplexity 3033.3861,
Train Epoch: [1/5] Iters:[5290/20018] transplant_loss 0.9653, rec_loss 0.0266, p_loss 0.1850, quant_error1 0.2804, quant_error 0.2639, utilization 0.9995, perplexity 3069.0875,
Train Epoch: [1/5] Iters:[5300/20018] transplant_loss 0.9627, rec_loss 0.0265, p_loss 0.1850, quant_error1 0.2793, quant_error 0.2628, utilization 0.9994, perplexity 3051.0290,
Train Epoch: [1/5] Iters:[5310/20018] transplant_loss 0.9597, rec_loss 0.0261, p_loss 0.1850, quant_error1 0.2782, quant_error 0.2619, utilization 0.9994, perplexity 3057.8734,
Train Epoch: [1/5] Iters:[5320/20018] transplant_loss 0.9559, rec_loss 0.0255, p_loss 0.1841, quant_error1 0.2777, quant_error 0.2612, utilization 0.9994, perplexity 3064.8768,
Train Epoch: [1/5] Iters:[5330/20018] transplant_loss 0.9538, rec_loss 0.0253, p_loss 0.1841, quant_error1 0.2770, quant_error 0.2608, utilization 0.9994, perplexity 3071.2146,
Train Epoch: [1/5] Iters:[5340/20018] transplant_loss 0.9566, rec_loss 0.0260, p_loss 0.1838, quant_error1 0.2780, quant_error 0.2614, utilization 0.9993, perplexity 3040.8027,
Train Epoch: [1/5] Iters:[5350/20018] transplant_loss 0.9652, rec_loss 0.0261, p_loss 0.1840, quant_error1 0.2814, quant_error 0.2647, utilization 0.9993, perplexity 3051.4845,
Train Epoch: [1/5] Iters:[5360/20018] transplant_loss 0.9648, rec_loss 0.0267, p_loss 0.1845, quant_error1 0.2806, quant_error 0.2639, utilization 0.9993, perplexity 3044.1099,
Train Epoch: [1/5] Iters:[5370/20018] transplant_loss 0.9584, rec_loss 0.0267, p_loss 0.1835, quant_error1 0.2786, quant_error 0.2620, utilization 0.9993, perplexity 3036.2499,
Train Epoch: [1/5] Iters:[5380/20018] transplant_loss 0.9531, rec_loss 0.0270, p_loss 0.1834, quant_error1 0.2762, quant_error 0.2597, utilization 0.9993, perplexity 3044.9989,
Train Epoch: [1/5] Iters:[5390/20018] transplant_loss 0.9452, rec_loss 0.0263, p_loss 0.1819, quant_error1 0.2742, quant_error 0.2577, utilization 0.9994, perplexity 3065.9655,
Train Epoch: [1/5] Iters:[5400/20018] transplant_loss 0.9369, rec_loss 0.0259, p_loss 0.1816, quant_error1 0.2712, quant_error 0.2549, utilization 0.9994, perplexity 3057.5084,
Train Epoch: [1/5] Iters:[5410/20018] transplant_loss 0.9391, rec_loss 0.0260, p_loss 0.1817, quant_error1 0.2722, quant_error 0.2557, utilization 0.9995, perplexity 3048.2057,
Train Epoch: [1/5] Iters:[5420/20018] transplant_loss 0.9378, rec_loss 0.0260, p_loss 0.1819, quant_error1 0.2714, quant_error 0.2550, utilization 0.9995, perplexity 3057.5533,
Train Epoch: [1/5] Iters:[5430/20018] transplant_loss 0.9485, rec_loss 0.0261, p_loss 0.1826, quant_error1 0.2754, quant_error 0.2587, utilization 0.9995, perplexity 3060.0591,
Train Epoch: [1/5] Iters:[5440/20018] transplant_loss 0.9521, rec_loss 0.0264, p_loss 0.1840, quant_error1 0.2760, quant_error 0.2595, utilization 0.9995, perplexity 3034.6380,
Train Epoch: [1/5] Iters:[5450/20018] transplant_loss 0.9555, rec_loss 0.0266, p_loss 0.1836, quant_error1 0.2772, quant_error 0.2607, utilization 0.9995, perplexity 3045.0924,
Train Epoch: [1/5] Iters:[5460/20018] transplant_loss 0.9512, rec_loss 0.0261, p_loss 0.1843, quant_error1 0.2757, quant_error 0.2592, utilization 0.9995, perplexity 3046.8236,
Train Epoch: [1/5] Iters:[5470/20018] transplant_loss 0.9575, rec_loss 0.0263, p_loss 0.1846, quant_error1 0.2777, quant_error 0.2611, utilization 0.9994, perplexity 3043.0326,
Train Epoch: [1/5] Iters:[5480/20018] transplant_loss 0.9540, rec_loss 0.0263, p_loss 0.1844, quant_error1 0.2766, quant_error 0.2599, utilization 0.9993, perplexity 3036.2873,
Train Epoch: [1/5] Iters:[5490/20018] transplant_loss 0.9570, rec_loss 0.0263, p_loss 0.1852, quant_error1 0.2773, quant_error 0.2606, utilization 0.9994, perplexity 3048.8464,
Train Epoch: [1/5] Iters:[5500/20018] transplant_loss 0.9636, rec_loss 0.0267, p_loss 0.1866, quant_error1 0.2791, quant_error 0.2624, utilization 0.9994, perplexity 3043.3321,
Train Epoch: [1/5] Iters:[5510/20018] transplant_loss 0.9760, rec_loss 0.0275, p_loss 0.1872, quant_error1 0.2830, quant_error 0.2662, utilization 0.9993, perplexity 3050.4130,
Train Epoch: [1/5] Iters:[5520/20018] transplant_loss 0.9721, rec_loss 0.0274, p_loss 0.1869, quant_error1 0.2816, quant_error 0.2649, utilization 0.9993, perplexity 3047.8997,
Train Epoch: [1/5] Iters:[5530/20018] transplant_loss 0.9613, rec_loss 0.0271, p_loss 0.1862, quant_error1 0.2779, quant_error 0.2614, utilization 0.9994, perplexity 3039.8079,
Train Epoch: [1/5] Iters:[5540/20018] transplant_loss 0.9542, rec_loss 0.0269, p_loss 0.1851, quant_error1 0.2758, quant_error 0.2592, utilization 0.9994, perplexity 3052.9289,
Train Epoch: [1/5] Iters:[5550/20018] transplant_loss 0.9493, rec_loss 0.0266, p_loss 0.1848, quant_error1 0.2739, quant_error 0.2576, utilization 0.9994, perplexity 3051.0494,
Train Epoch: [1/5] Iters:[5560/20018] transplant_loss 0.9221, rec_loss 0.0252, p_loss 0.1814, quant_error1 0.2649, quant_error 0.2491, utilization 0.9994, perplexity 3038.0912,
Train Epoch: [1/5] Iters:[5570/20018] transplant_loss 0.9332, rec_loss 0.0255, p_loss 0.1811, quant_error1 0.2695, quant_error 0.2530, utilization 0.9994, perplexity 3052.5284,
Train Epoch: [1/5] Iters:[5580/20018] transplant_loss 0.9458, rec_loss 0.0260, p_loss 0.1819, quant_error1 0.2740, quant_error 0.2572, utilization 0.9994, perplexity 3060.1316,
Train Epoch: [1/5] Iters:[5590/20018] transplant_loss 0.9557, rec_loss 0.0264, p_loss 0.1837, quant_error1 0.2769, quant_error 0.2601, utilization 0.9994, perplexity 3038.5489,
Train Epoch: [1/5] Iters:[5600/20018] transplant_loss 0.9512, rec_loss 0.0264, p_loss 0.1826, quant_error1 0.2758, quant_error 0.2589, utilization 0.9994, perplexity 3040.2934,
Train Epoch: [1/5] Iters:[5610/20018] transplant_loss 0.9696, rec_loss 0.0274, p_loss 0.1854, quant_error1 0.2816, quant_error 0.2643, utilization 0.9995, perplexity 3070.3593,
Train Epoch: [1/5] Iters:[5620/20018] transplant_loss 0.9601, rec_loss 0.0272, p_loss 0.1857, quant_error1 0.2777, quant_error 0.2609, utilization 0.9994, perplexity 3063.6362,
Train Epoch: [1/5] Iters:[5630/20018] transplant_loss 0.9587, rec_loss 0.0271, p_loss 0.1850, quant_error1 0.2774, quant_error 0.2606, utilization 0.9994, perplexity 3060.3126,
Train Epoch: [1/5] Iters:[5640/20018] transplant_loss 0.9603, rec_loss 0.0271, p_loss 0.1840, quant_error1 0.2784, quant_error 0.2615, utilization 0.9994, perplexity 3079.0257,
Train Epoch: [1/5] Iters:[5650/20018] transplant_loss 0.9584, rec_loss 0.0269, p_loss 0.1842, quant_error1 0.2778, quant_error 0.2608, utilization 0.9993, perplexity 3060.9535,
Train Epoch: [1/5] Iters:[5660/20018] transplant_loss 0.9528, rec_loss 0.0265, p_loss 0.1829, quant_error1 0.2768, quant_error 0.2597, utilization 0.9993, perplexity 3040.3479,
Train Epoch: [1/5] Iters:[5670/20018] transplant_loss 0.9508, rec_loss 0.0264, p_loss 0.1827, quant_error1 0.2764, quant_error 0.2593, utilization 0.9993, perplexity 3046.4897,
Train Epoch: [1/5] Iters:[5680/20018] transplant_loss 0.9494, rec_loss 0.0264, p_loss 0.1830, quant_error1 0.2758, quant_error 0.2587, utilization 0.9993, perplexity 3040.1336,
Train Epoch: [1/5] Iters:[5690/20018] transplant_loss 0.9386, rec_loss 0.0261, p_loss 0.1830, quant_error1 0.2718, quant_error 0.2549, utilization 0.9994, perplexity 3038.0614,
Train Epoch: [1/5] Iters:[5700/20018] transplant_loss 0.9399, rec_loss 0.0260, p_loss 0.1832, quant_error1 0.2722, quant_error 0.2552, utilization 0.9993, perplexity 3057.8147,
Train Epoch: [1/5] Iters:[5710/20018] transplant_loss 0.9457, rec_loss 0.0261, p_loss 0.1847, quant_error1 0.2735, quant_error 0.2565, utilization 0.9993, perplexity 3058.5293,
Train Epoch: [1/5] Iters:[5720/20018] transplant_loss 0.9537, rec_loss 0.0265, p_loss 0.1859, quant_error1 0.2758, quant_error 0.2588, utilization 0.9993, perplexity 3051.1816,
Train Epoch: [1/5] Iters:[5730/20018] transplant_loss 0.9483, rec_loss 0.0266, p_loss 0.1852, quant_error1 0.2736, quant_error 0.2568, utilization 0.9994, perplexity 3051.5656,
Train Epoch: [1/5] Iters:[5740/20018] transplant_loss 0.9510, rec_loss 0.0264, p_loss 0.1840, quant_error1 0.2755, quant_error 0.2584, utilization 0.9994, perplexity 3036.3362,
Train Epoch: [1/5] Iters:[5750/20018] transplant_loss 0.9544, rec_loss 0.0268, p_loss 0.1837, quant_error1 0.2769, quant_error 0.2597, utilization 0.9995, perplexity 3038.0018,
Train Epoch: [1/5] Iters:[5760/20018] transplant_loss 0.9568, rec_loss 0.0269, p_loss 0.1831, quant_error1 0.2781, quant_error 0.2609, utilization 0.9995, perplexity 3051.0657,
Train Epoch: [1/5] Iters:[5770/20018] transplant_loss 0.9462, rec_loss 0.0264, p_loss 0.1822, quant_error1 0.2743, quant_error 0.2573, utilization 0.9995, perplexity 3044.4762,
Train Epoch: [1/5] Iters:[5780/20018] transplant_loss 0.9582, rec_loss 0.0266, p_loss 0.1837, quant_error1 0.2784, quant_error 0.2611, utilization 0.9995, perplexity 3051.8338,
Train Epoch: [1/5] Iters:[5790/20018] transplant_loss 0.9568, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2773, quant_error 0.2600, utilization 0.9995, perplexity 3070.3326,
Train Epoch: [1/5] Iters:[5800/20018] transplant_loss 0.9546, rec_loss 0.0264, p_loss 0.1851, quant_error1 0.2763, quant_error 0.2591, utilization 0.9995, perplexity 3071.5009,
Train Epoch: [1/5] Iters:[5810/20018] transplant_loss 0.9464, rec_loss 0.0259, p_loss 0.1843, quant_error1 0.2738, quant_error 0.2566, utilization 0.9995, perplexity 3061.3873,
Train Epoch: [1/5] Iters:[5820/20018] transplant_loss 0.9516, rec_loss 0.0262, p_loss 0.1841, quant_error1 0.2763, quant_error 0.2588, utilization 0.9994, perplexity 3059.1945,
Train Epoch: [1/5] Iters:[5830/20018] transplant_loss 0.9510, rec_loss 0.0261, p_loss 0.1836, quant_error1 0.2766, quant_error 0.2591, utilization 0.9994, perplexity 3057.6576,
Train Epoch: [1/5] Iters:[5840/20018] transplant_loss 0.9478, rec_loss 0.0262, p_loss 0.1834, quant_error1 0.2751, quant_error 0.2578, utilization 0.9994, perplexity 3040.6666,
Train Epoch: [1/5] Iters:[5850/20018] transplant_loss 0.9503, rec_loss 0.0260, p_loss 0.1840, quant_error1 0.2758, quant_error 0.2585, utilization 0.9995, perplexity 3046.7703,
Train Epoch: [1/5] Iters:[5860/20018] transplant_loss 0.9582, rec_loss 0.0263, p_loss 0.1845, quant_error1 0.2783, quant_error 0.2608, utilization 0.9994, perplexity 3061.5414,
Train Epoch: [1/5] Iters:[5870/20018] transplant_loss 0.9580, rec_loss 0.0264, p_loss 0.1852, quant_error1 0.2775, quant_error 0.2602, utilization 0.9994, perplexity 3056.4070,
Train Epoch: [1/5] Iters:[5880/20018] transplant_loss 0.9516, rec_loss 0.0263, p_loss 0.1846, quant_error1 0.2750, quant_error 0.2580, utilization 0.9994, perplexity 3070.4180,
Train Epoch: [1/5] Iters:[5890/20018] transplant_loss 0.9650, rec_loss 0.0265, p_loss 0.1851, quant_error1 0.2805, quant_error 0.2628, utilization 0.9994, perplexity 3079.9422,
Train Epoch: [1/5] Iters:[5900/20018] transplant_loss 0.9655, rec_loss 0.0265, p_loss 0.1848, quant_error1 0.2810, quant_error 0.2633, utilization 0.9993, perplexity 3055.9663,
Train Epoch: [1/5] Iters:[5910/20018] transplant_loss 0.9639, rec_loss 0.0268, p_loss 0.1856, quant_error1 0.2800, quant_error 0.2626, utilization 0.9994, perplexity 3054.7893,
Train Epoch: [1/5] Iters:[5920/20018] transplant_loss 0.9666, rec_loss 0.0268, p_loss 0.1860, quant_error1 0.2810, quant_error 0.2635, utilization 0.9994, perplexity 3070.4276,
Train Epoch: [1/5] Iters:[5930/20018] transplant_loss 0.9589, rec_loss 0.0264, p_loss 0.1858, quant_error1 0.2784, quant_error 0.2608, utilization 0.9994, perplexity 3054.3818,
Train Epoch: [1/5] Iters:[5940/20018] transplant_loss 0.9619, rec_loss 0.0269, p_loss 0.1867, quant_error1 0.2786, quant_error 0.2611, utilization 0.9994, perplexity 3072.3246,
Train Epoch: [1/5] Iters:[5950/20018] transplant_loss 0.9591, rec_loss 0.0268, p_loss 0.1860, quant_error1 0.2776, quant_error 0.2602, utilization 0.9994, perplexity 3051.5824,
Train Epoch: [1/5] Iters:[5960/20018] transplant_loss 0.9569, rec_loss 0.0266, p_loss 0.1853, quant_error1 0.2772, quant_error 0.2598, utilization 0.9994, perplexity 3036.9367,
Train Epoch: [1/5] Iters:[5970/20018] transplant_loss 0.9564, rec_loss 0.0264, p_loss 0.1851, quant_error1 0.2773, quant_error 0.2598, utilization 0.9994, perplexity 3040.5534,
Train Epoch: [1/5] Iters:[5980/20018] transplant_loss 0.9610, rec_loss 0.0267, p_loss 0.1855, quant_error1 0.2787, quant_error 0.2613, utilization 0.9994, perplexity 3045.3293,
Train Epoch: [1/5] Iters:[5990/20018] transplant_loss 0.9550, rec_loss 0.0262, p_loss 0.1848, quant_error1 0.2770, quant_error 0.2598, utilization 0.9994, perplexity 3036.0055,
Train Epoch: [1/5] Iters:[6000/20018] transplant_loss 0.9468, rec_loss 0.0262, p_loss 0.1846, quant_error1 0.2740, quant_error 0.2568, utilization 0.9994, perplexity 3048.9339,
Train Epoch: [1/5] Iters:[6010/20018] transplant_loss 0.9386, rec_loss 0.0259, p_loss 0.1834, quant_error1 0.2715, quant_error 0.2543, utilization 0.9994, perplexity 3052.5584,
Train Epoch: [1/5] Iters:[6020/20018] transplant_loss 0.9315, rec_loss 0.0258, p_loss 0.1823, quant_error1 0.2694, quant_error 0.2521, utilization 0.9994, perplexity 3043.2471,
Train Epoch: [1/5] Iters:[6030/20018] transplant_loss 0.9259, rec_loss 0.0257, p_loss 0.1818, quant_error1 0.2674, quant_error 0.2502, utilization 0.9994, perplexity 3035.1166,
Train Epoch: [1/5] Iters:[6040/20018] transplant_loss 0.9243, rec_loss 0.0257, p_loss 0.1816, quant_error1 0.2668, quant_error 0.2495, utilization 0.9994, perplexity 3036.3184,
Train Epoch: [1/5] Iters:[6050/20018] transplant_loss 0.9412, rec_loss 0.0262, p_loss 0.1828, quant_error1 0.2728, quant_error 0.2551, utilization 0.9994, perplexity 3057.9366,
Train Epoch: [1/5] Iters:[6060/20018] transplant_loss 0.9491, rec_loss 0.0268, p_loss 0.1842, quant_error1 0.2745, quant_error 0.2571, utilization 0.9993, perplexity 3049.1001,
Train Epoch: [1/5] Iters:[6070/20018] transplant_loss 0.9524, rec_loss 0.0269, p_loss 0.1848, quant_error1 0.2751, quant_error 0.2579, utilization 0.9994, perplexity 3059.5758,
Train Epoch: [1/5] Iters:[6080/20018] transplant_loss 0.9535, rec_loss 0.0269, p_loss 0.1850, quant_error1 0.2757, quant_error 0.2585, utilization 0.9993, perplexity 3062.4657,
Train Epoch: [1/5] Iters:[6090/20018] transplant_loss 0.9489, rec_loss 0.0266, p_loss 0.1836, quant_error1 0.2747, quant_error 0.2575, utilization 0.9993, perplexity 3063.4089,
Train Epoch: [1/5] Iters:[6100/20018] transplant_loss 0.9335, rec_loss 0.0258, p_loss 0.1823, quant_error1 0.2694, quant_error 0.2525, utilization 0.9993, perplexity 3051.8317,
Train Epoch: [1/5] Iters:[6110/20018] transplant_loss 0.9413, rec_loss 0.0258, p_loss 0.1831, quant_error1 0.2725, quant_error 0.2551, utilization 0.9994, perplexity 3065.9032,
Train Epoch: [1/5] Iters:[6120/20018] transplant_loss 0.9383, rec_loss 0.0255, p_loss 0.1822, quant_error1 0.2721, quant_error 0.2544, utilization 0.9993, perplexity 3053.7762,
Train Epoch: [1/5] Iters:[6130/20018] transplant_loss 0.9431, rec_loss 0.0253, p_loss 0.1824, quant_error1 0.2739, quant_error 0.2562, utilization 0.9993, perplexity 3048.7249,
Train Epoch: [1/5] Iters:[6140/20018] transplant_loss 0.9379, rec_loss 0.0254, p_loss 0.1835, quant_error1 0.2713, quant_error 0.2538, utilization 0.9993, perplexity 3041.6380,
Train Epoch: [1/5] Iters:[6150/20018] transplant_loss 0.9432, rec_loss 0.0260, p_loss 0.1842, quant_error1 0.2729, quant_error 0.2552, utilization 0.9993, perplexity 3049.1021,
Train Epoch: [1/5] Iters:[6160/20018] transplant_loss 0.9425, rec_loss 0.0260, p_loss 0.1832, quant_error1 0.2732, quant_error 0.2554, utilization 0.9993, perplexity 3045.5651,
Train Epoch: [1/5] Iters:[6170/20018] transplant_loss 0.9479, rec_loss 0.0261, p_loss 0.1842, quant_error1 0.2749, quant_error 0.2570, utilization 0.9994, perplexity 3036.4098,
Train Epoch: [1/5] Iters:[6180/20018] transplant_loss 0.9552, rec_loss 0.0266, p_loss 0.1844, quant_error1 0.2778, quant_error 0.2594, utilization 0.9994, perplexity 3041.8687,
Train Epoch: [1/5] Iters:[6190/20018] transplant_loss 0.9606, rec_loss 0.0267, p_loss 0.1843, quant_error1 0.2800, quant_error 0.2615, utilization 0.9994, perplexity 3037.5469,
Train Epoch: [1/5] Iters:[6200/20018] transplant_loss 0.9636, rec_loss 0.0267, p_loss 0.1846, quant_error1 0.2809, quant_error 0.2625, utilization 0.9994, perplexity 3043.0416,
Train Epoch: [1/5] Iters:[6210/20018] transplant_loss 0.9507, rec_loss 0.0264, p_loss 0.1842, quant_error1 0.2761, quant_error 0.2581, utilization 0.9994, perplexity 3042.9729,
Train Epoch: [1/5] Iters:[6220/20018] transplant_loss 0.9511, rec_loss 0.0267, p_loss 0.1838, quant_error1 0.2761, quant_error 0.2580, utilization 0.9994, perplexity 3051.0351,
Train Epoch: [1/5] Iters:[6230/20018] transplant_loss 0.9434, rec_loss 0.0261, p_loss 0.1830, quant_error1 0.2738, quant_error 0.2559, utilization 0.9994, perplexity 3056.0402,
Train Epoch: [1/5] Iters:[6240/20018] transplant_loss 0.9481, rec_loss 0.0265, p_loss 0.1837, quant_error1 0.2751, quant_error 0.2571, utilization 0.9994, perplexity 3054.0758,
Train Epoch: [1/5] Iters:[6250/20018] transplant_loss 0.9485, rec_loss 0.0265, p_loss 0.1829, quant_error1 0.2758, quant_error 0.2576, utilization 0.9994, perplexity 3054.9404,
Train Epoch: [1/5] Iters:[6260/20018] transplant_loss 0.9526, rec_loss 0.0266, p_loss 0.1837, quant_error1 0.2769, quant_error 0.2587, utilization 0.9994, perplexity 3054.1466,
Train Epoch: [1/5] Iters:[6270/20018] transplant_loss 0.9483, rec_loss 0.0263, p_loss 0.1837, quant_error1 0.2754, quant_error 0.2573, utilization 0.9994, perplexity 3058.6441,
