dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3964, rec_loss 0.4142, p_loss 0.7748, quant_error1 0.5478, quant_error 0.9568, utilization 0.4543, perplexity 2231.3478,
Train Epoch: [2/5] Iters:[2040/20018] transplant_loss 0.8941, rec_loss 0.0246, p_loss 0.1778, quant_error1 0.2567, quant_error 0.2250, utilization 0.9804, perplexity 5750.3363,
Train Epoch: [2/5] Iters:[2050/20018] transplant_loss 0.8981, rec_loss 0.0249, p_loss 0.1782, quant_error1 0.2579, quant_error 0.2262, utilization 0.9808, perplexity 5782.9932,
Train Epoch: [2/5] Iters:[2060/20018] transplant_loss 0.9081, rec_loss 0.0256, p_loss 0.1797, quant_error1 0.2606, quant_error 0.2287, utilization 0.9808, perplexity 5805.1814,
Train Epoch: [2/5] Iters:[2070/20018] transplant_loss 0.9081, rec_loss 0.0258, p_loss 0.1799, quant_error1 0.2601, quant_error 0.2285, utilization 0.9806, perplexity 5775.8532,
Train Epoch: [2/5] Iters:[2080/20018] transplant_loss 0.9252, rec_loss 0.0265, p_loss 0.1812, quant_error1 0.2660, quant_error 0.2336, utilization 0.9809, perplexity 5813.3221,
Train Epoch: [2/5] Iters:[2090/20018] transplant_loss 0.9182, rec_loss 0.0264, p_loss 0.1809, quant_error1 0.2627, quant_error 0.2313, utilization 0.9809, perplexity 5819.1863,
Train Epoch: [2/5] Iters:[2100/20018] transplant_loss 0.9142, rec_loss 0.0263, p_loss 0.1808, quant_error1 0.2613, quant_error 0.2300, utilization 0.9809, perplexity 5828.0814,
Train Epoch: [2/5] Iters:[2110/20018] transplant_loss 0.9132, rec_loss 0.0260, p_loss 0.1796, quant_error1 0.2615, quant_error 0.2300, utilization 0.9811, perplexity 5858.3086,
Train Epoch: [2/5] Iters:[2120/20018] transplant_loss 0.9191, rec_loss 0.0260, p_loss 0.1794, quant_error1 0.2645, quant_error 0.2323, utilization 0.9811, perplexity 5850.9511,
Train Epoch: [2/5] Iters:[2130/20018] transplant_loss 0.9060, rec_loss 0.0255, p_loss 0.1791, quant_error1 0.2596, quant_error 0.2282, utilization 0.9809, perplexity 5822.5701,
Train Epoch: [2/5] Iters:[2140/20018] transplant_loss 0.9154, rec_loss 0.0256, p_loss 0.1801, quant_error1 0.2633, quant_error 0.2312, utilization 0.9813, perplexity 5873.2554,
Train Epoch: [2/5] Iters:[2150/20018] transplant_loss 0.9107, rec_loss 0.0253, p_loss 0.1795, quant_error1 0.2620, quant_error 0.2299, utilization 0.9811, perplexity 5862.7713,
Train Epoch: [2/5] Iters:[2160/20018] transplant_loss 0.9012, rec_loss 0.0250, p_loss 0.1790, quant_error1 0.2587, quant_error 0.2271, utilization 0.9808, perplexity 5815.7304,
Train Epoch: [2/5] Iters:[2170/20018] transplant_loss 0.9029, rec_loss 0.0251, p_loss 0.1796, quant_error1 0.2588, quant_error 0.2274, utilization 0.9809, perplexity 5816.8086,
Train Epoch: [2/5] Iters:[2180/20018] transplant_loss 0.9071, rec_loss 0.0251, p_loss 0.1800, quant_error1 0.2604, quant_error 0.2286, utilization 0.9810, perplexity 5836.2557,
Train Epoch: [2/5] Iters:[2190/20018] transplant_loss 0.9013, rec_loss 0.0250, p_loss 0.1793, quant_error1 0.2585, quant_error 0.2272, utilization 0.9809, perplexity 5783.0816,
Train Epoch: [2/5] Iters:[2200/20018] transplant_loss 0.9108, rec_loss 0.0257, p_loss 0.1796, quant_error1 0.2616, quant_error 0.2300, utilization 0.9812, perplexity 5792.8315,
Train Epoch: [2/5] Iters:[2210/20018] transplant_loss 0.9207, rec_loss 0.0263, p_loss 0.1806, quant_error1 0.2646, quant_error 0.2327, utilization 0.9812, perplexity 5786.1992,
Train Epoch: [2/5] Iters:[2220/20018] transplant_loss 0.9205, rec_loss 0.0263, p_loss 0.1810, quant_error1 0.2644, quant_error 0.2325, utilization 0.9813, perplexity 5800.8644,
Train Epoch: [2/5] Iters:[2230/20018] transplant_loss 0.9172, rec_loss 0.0264, p_loss 0.1807, quant_error1 0.2632, quant_error 0.2315, utilization 0.9812, perplexity 5789.0410,
Train Epoch: [2/5] Iters:[2240/20018] transplant_loss 0.9150, rec_loss 0.0264, p_loss 0.1802, quant_error1 0.2626, quant_error 0.2309, utilization 0.9811, perplexity 5794.2691,
Train Epoch: [2/5] Iters:[2250/20018] transplant_loss 0.9210, rec_loss 0.0262, p_loss 0.1811, quant_error1 0.2648, quant_error 0.2327, utilization 0.9812, perplexity 5807.1703,
Train Epoch: [2/5] Iters:[2260/20018] transplant_loss 0.9126, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2620, quant_error 0.2304, utilization 0.9810, perplexity 5822.4445,
Train Epoch: [2/5] Iters:[2270/20018] transplant_loss 0.9132, rec_loss 0.0256, p_loss 0.1799, quant_error1 0.2627, quant_error 0.2309, utilization 0.9810, perplexity 5817.6201,
Train Epoch: [2/5] Iters:[2280/20018] transplant_loss 0.9105, rec_loss 0.0255, p_loss 0.1798, quant_error1 0.2617, quant_error 0.2300, utilization 0.9807, perplexity 5798.7656,
Train Epoch: [2/5] Iters:[2290/20018] transplant_loss 0.9121, rec_loss 0.0255, p_loss 0.1801, quant_error1 0.2622, quant_error 0.2303, utilization 0.9808, perplexity 5815.1357,
Train Epoch: [2/5] Iters:[2300/20018] transplant_loss 0.9068, rec_loss 0.0255, p_loss 0.1787, quant_error1 0.2606, quant_error 0.2291, utilization 0.9809, perplexity 5819.0816,
Train Epoch: [2/5] Iters:[2310/20018] transplant_loss 0.9016, rec_loss 0.0254, p_loss 0.1786, quant_error1 0.2585, quant_error 0.2271, utilization 0.9809, perplexity 5796.3487,
Train Epoch: [2/5] Iters:[2320/20018] transplant_loss 0.9052, rec_loss 0.0254, p_loss 0.1789, quant_error1 0.2597, quant_error 0.2281, utilization 0.9812, perplexity 5825.4985,
Train Epoch: [2/5] Iters:[2330/20018] transplant_loss 0.9073, rec_loss 0.0252, p_loss 0.1785, quant_error1 0.2608, quant_error 0.2289, utilization 0.9813, perplexity 5838.4710,
Train Epoch: [2/5] Iters:[2340/20018] transplant_loss 0.9085, rec_loss 0.0251, p_loss 0.1781, quant_error1 0.2614, quant_error 0.2296, utilization 0.9813, perplexity 5817.6719,
Train Epoch: [2/5] Iters:[2350/20018] transplant_loss 0.9095, rec_loss 0.0252, p_loss 0.1790, quant_error1 0.2617, quant_error 0.2296, utilization 0.9811, perplexity 5809.6277,
Train Epoch: [2/5] Iters:[2360/20018] transplant_loss 0.9130, rec_loss 0.0251, p_loss 0.1791, quant_error1 0.2637, quant_error 0.2311, utilization 0.9811, perplexity 5806.6085,
Train Epoch: [2/5] Iters:[2370/20018] transplant_loss 0.9135, rec_loss 0.0254, p_loss 0.1796, quant_error1 0.2635, quant_error 0.2311, utilization 0.9809, perplexity 5794.9714,
Train Epoch: [2/5] Iters:[2380/20018] transplant_loss 0.9136, rec_loss 0.0254, p_loss 0.1802, quant_error1 0.2634, quant_error 0.2311, utilization 0.9807, perplexity 5769.3303,
Train Epoch: [2/5] Iters:[2390/20018] transplant_loss 0.9097, rec_loss 0.0255, p_loss 0.1803, quant_error1 0.2620, quant_error 0.2298, utilization 0.9809, perplexity 5791.5788,
Train Epoch: [2/5] Iters:[2400/20018] transplant_loss 0.9124, rec_loss 0.0259, p_loss 0.1811, quant_error1 0.2621, quant_error 0.2301, utilization 0.9808, perplexity 5779.2165,
Train Epoch: [2/5] Iters:[2410/20018] transplant_loss 0.9169, rec_loss 0.0263, p_loss 0.1814, quant_error1 0.2634, quant_error 0.2313, utilization 0.9808, perplexity 5778.5903,
Train Epoch: [2/5] Iters:[2420/20018] transplant_loss 0.9139, rec_loss 0.0260, p_loss 0.1804, quant_error1 0.2628, quant_error 0.2308, utilization 0.9808, perplexity 5789.0283,
Train Epoch: [2/5] Iters:[2430/20018] transplant_loss 0.9154, rec_loss 0.0262, p_loss 0.1804, quant_error1 0.2634, quant_error 0.2313, utilization 0.9810, perplexity 5808.1636,
Train Epoch: [2/5] Iters:[2440/20018] transplant_loss 0.9321, rec_loss 0.0267, p_loss 0.1819, quant_error1 0.2689, quant_error 0.2362, utilization 0.9808, perplexity 5820.4148,
Train Epoch: [2/5] Iters:[2450/20018] transplant_loss 0.9301, rec_loss 0.0260, p_loss 0.1810, quant_error1 0.2687, quant_error 0.2361, utilization 0.9808, perplexity 5812.9378,
Train Epoch: [2/5] Iters:[2460/20018] transplant_loss 0.9315, rec_loss 0.0260, p_loss 0.1814, quant_error1 0.2688, quant_error 0.2365, utilization 0.9809, perplexity 5820.9126,
Train Epoch: [2/5] Iters:[2470/20018] transplant_loss 0.9356, rec_loss 0.0265, p_loss 0.1830, quant_error1 0.2691, quant_error 0.2371, utilization 0.9809, perplexity 5810.1760,
Train Epoch: [2/5] Iters:[2480/20018] transplant_loss 0.9332, rec_loss 0.0262, p_loss 0.1823, quant_error1 0.2686, quant_error 0.2366, utilization 0.9807, perplexity 5807.1188,
Train Epoch: [2/5] Iters:[2490/20018] transplant_loss 0.9241, rec_loss 0.0260, p_loss 0.1819, quant_error1 0.2651, quant_error 0.2336, utilization 0.9808, perplexity 5809.5847,
Train Epoch: [2/5] Iters:[2500/20018] transplant_loss 0.9281, rec_loss 0.0261, p_loss 0.1820, quant_error1 0.2665, quant_error 0.2348, utilization 0.9808, perplexity 5822.5053,
Train Epoch: [2/5] Iters:[2510/20018] transplant_loss 0.9192, rec_loss 0.0258, p_loss 0.1805, quant_error1 0.2641, quant_error 0.2322, utilization 0.9805, perplexity 5782.7042,
Train Epoch: [2/5] Iters:[2520/20018] transplant_loss 0.9140, rec_loss 0.0253, p_loss 0.1789, quant_error1 0.2633, quant_error 0.2311, utilization 0.9807, perplexity 5802.6665,
Train Epoch: [2/5] Iters:[2530/20018] transplant_loss 0.9086, rec_loss 0.0255, p_loss 0.1785, quant_error1 0.2610, quant_error 0.2290, utilization 0.9810, perplexity 5792.5620,
Train Epoch: [2/5] Iters:[2540/20018] transplant_loss 0.9028, rec_loss 0.0253, p_loss 0.1779, quant_error1 0.2591, quant_error 0.2273, utilization 0.9809, perplexity 5777.3863,
Train Epoch: [2/5] Iters:[2550/20018] transplant_loss 0.8961, rec_loss 0.0250, p_loss 0.1781, quant_error1 0.2568, quant_error 0.2252, utilization 0.9811, perplexity 5783.8048,
Train Epoch: [2/5] Iters:[2560/20018] transplant_loss 0.9008, rec_loss 0.0252, p_loss 0.1792, quant_error1 0.2581, quant_error 0.2265, utilization 0.9816, perplexity 5840.4088,
Train Epoch: [2/5] Iters:[2570/20018] transplant_loss 0.8958, rec_loss 0.0253, p_loss 0.1788, quant_error1 0.2562, quant_error 0.2250, utilization 0.9811, perplexity 5802.7577,
Train Epoch: [2/5] Iters:[2580/20018] transplant_loss 0.8971, rec_loss 0.0248, p_loss 0.1796, quant_error1 0.2567, quant_error 0.2254, utilization 0.9811, perplexity 5828.6584,
Train Epoch: [2/5] Iters:[2590/20018] transplant_loss 0.8943, rec_loss 0.0249, p_loss 0.1791, quant_error1 0.2559, quant_error 0.2245, utilization 0.9810, perplexity 5817.1805,
Train Epoch: [2/5] Iters:[2600/20018] transplant_loss 0.8989, rec_loss 0.0251, p_loss 0.1792, quant_error1 0.2573, quant_error 0.2259, utilization 0.9810, perplexity 5829.5659,
Train Epoch: [2/5] Iters:[2610/20018] transplant_loss 0.9052, rec_loss 0.0254, p_loss 0.1795, quant_error1 0.2596, quant_error 0.2279, utilization 0.9808, perplexity 5812.7950,
Train Epoch: [2/5] Iters:[2620/20018] transplant_loss 0.9101, rec_loss 0.0252, p_loss 0.1801, quant_error1 0.2615, quant_error 0.2295, utilization 0.9810, perplexity 5821.8893,
Train Epoch: [2/5] Iters:[2630/20018] transplant_loss 0.9158, rec_loss 0.0259, p_loss 0.1800, quant_error1 0.2634, quant_error 0.2312, utilization 0.9809, perplexity 5826.6330,
Train Epoch: [2/5] Iters:[2640/20018] transplant_loss 0.9218, rec_loss 0.0258, p_loss 0.1801, quant_error1 0.2659, quant_error 0.2333, utilization 0.9807, perplexity 5817.8764,
Train Epoch: [2/5] Iters:[2650/20018] transplant_loss 0.9108, rec_loss 0.0255, p_loss 0.1789, quant_error1 0.2623, quant_error 0.2302, utilization 0.9805, perplexity 5804.4685,
Train Epoch: [2/5] Iters:[2660/20018] transplant_loss 0.9080, rec_loss 0.0256, p_loss 0.1790, quant_error1 0.2610, quant_error 0.2291, utilization 0.9806, perplexity 5809.7528,
Train Epoch: [2/5] Iters:[2670/20018] transplant_loss 0.9081, rec_loss 0.0258, p_loss 0.1793, quant_error1 0.2607, quant_error 0.2287, utilization 0.9808, perplexity 5832.5254,
Train Epoch: [2/5] Iters:[2680/20018] transplant_loss 0.9008, rec_loss 0.0250, p_loss 0.1783, quant_error1 0.2588, quant_error 0.2269, utilization 0.9808, perplexity 5810.9516,
Train Epoch: [2/5] Iters:[2690/20018] transplant_loss 0.8987, rec_loss 0.0253, p_loss 0.1790, quant_error1 0.2575, quant_error 0.2259, utilization 0.9807, perplexity 5809.8113,
Train Epoch: [2/5] Iters:[2700/20018] transplant_loss 0.9081, rec_loss 0.0255, p_loss 0.1791, quant_error1 0.2614, quant_error 0.2291, utilization 0.9810, perplexity 5825.1255,
Train Epoch: [2/5] Iters:[2710/20018] transplant_loss 0.9008, rec_loss 0.0248, p_loss 0.1775, quant_error1 0.2596, quant_error 0.2275, utilization 0.9808, perplexity 5806.3782,
Train Epoch: [2/5] Iters:[2720/20018] transplant_loss 0.8965, rec_loss 0.0246, p_loss 0.1774, quant_error1 0.2583, quant_error 0.2263, utilization 0.9805, perplexity 5783.3253,
Train Epoch: [2/5] Iters:[2730/20018] transplant_loss 0.9003, rec_loss 0.0251, p_loss 0.1777, quant_error1 0.2595, quant_error 0.2274, utilization 0.9806, perplexity 5794.7123,
Train Epoch: [2/5] Iters:[2740/20018] transplant_loss 0.9035, rec_loss 0.0249, p_loss 0.1778, quant_error1 0.2607, quant_error 0.2285, utilization 0.9809, perplexity 5810.4496,
Train Epoch: [2/5] Iters:[2750/20018] transplant_loss 0.9113, rec_loss 0.0253, p_loss 0.1788, quant_error1 0.2631, quant_error 0.2307, utilization 0.9806, perplexity 5813.9377,
Train Epoch: [2/5] Iters:[2760/20018] transplant_loss 0.9226, rec_loss 0.0256, p_loss 0.1809, quant_error1 0.2662, quant_error 0.2337, utilization 0.9807, perplexity 5828.4378,
Train Epoch: [2/5] Iters:[2770/20018] transplant_loss 0.9268, rec_loss 0.0260, p_loss 0.1815, quant_error1 0.2669, quant_error 0.2346, utilization 0.9805, perplexity 5824.6279,
Train Epoch: [2/5] Iters:[2780/20018] transplant_loss 0.9261, rec_loss 0.0258, p_loss 0.1811, quant_error1 0.2668, quant_error 0.2346, utilization 0.9804, perplexity 5809.9360,
Train Epoch: [2/5] Iters:[2790/20018] transplant_loss 0.9244, rec_loss 0.0260, p_loss 0.1814, quant_error1 0.2659, quant_error 0.2339, utilization 0.9806, perplexity 5804.1393,
Train Epoch: [2/5] Iters:[2800/20018] transplant_loss 0.9103, rec_loss 0.0254, p_loss 0.1801, quant_error1 0.2613, quant_error 0.2296, utilization 0.9805, perplexity 5772.7542,
Train Epoch: [2/5] Iters:[2810/20018] transplant_loss 0.9066, rec_loss 0.0255, p_loss 0.1795, quant_error1 0.2602, quant_error 0.2284, utilization 0.9806, perplexity 5774.4268,
Train Epoch: [2/5] Iters:[2820/20018] transplant_loss 0.9105, rec_loss 0.0253, p_loss 0.1793, quant_error1 0.2622, quant_error 0.2302, utilization 0.9811, perplexity 5801.7823,
Train Epoch: [2/5] Iters:[2830/20018] transplant_loss 0.9193, rec_loss 0.0257, p_loss 0.1811, quant_error1 0.2644, quant_error 0.2322, utilization 0.9810, perplexity 5816.3653,
Train Epoch: [2/5] Iters:[2840/20018] transplant_loss 0.9156, rec_loss 0.0253, p_loss 0.1805, quant_error1 0.2636, quant_error 0.2313, utilization 0.9808, perplexity 5796.1075,
Train Epoch: [2/5] Iters:[2850/20018] transplant_loss 0.9168, rec_loss 0.0255, p_loss 0.1813, quant_error1 0.2636, quant_error 0.2315, utilization 0.9808, perplexity 5797.7936,
Train Epoch: [2/5] Iters:[2860/20018] transplant_loss 0.9111, rec_loss 0.0255, p_loss 0.1804, quant_error1 0.2618, quant_error 0.2299, utilization 0.9810, perplexity 5792.4500,
Train Epoch: [2/5] Iters:[2870/20018] transplant_loss 0.9082, rec_loss 0.0253, p_loss 0.1792, quant_error1 0.2614, quant_error 0.2292, utilization 0.9809, perplexity 5791.3313,
Train Epoch: [2/5] Iters:[2880/20018] transplant_loss 0.8963, rec_loss 0.0247, p_loss 0.1774, quant_error1 0.2581, quant_error 0.2262, utilization 0.9808, perplexity 5783.0222,
Train Epoch: [2/5] Iters:[2890/20018] transplant_loss 0.9045, rec_loss 0.0251, p_loss 0.1778, quant_error1 0.2607, quant_error 0.2286, utilization 0.9809, perplexity 5811.6654,
Train Epoch: [2/5] Iters:[2900/20018] transplant_loss 0.9032, rec_loss 0.0253, p_loss 0.1786, quant_error1 0.2596, quant_error 0.2278, utilization 0.9808, perplexity 5826.0946,
Train Epoch: [2/5] Iters:[2910/20018] transplant_loss 0.9066, rec_loss 0.0253, p_loss 0.1793, quant_error1 0.2607, quant_error 0.2288, utilization 0.9805, perplexity 5831.4817,
Train Epoch: [2/5] Iters:[2920/20018] transplant_loss 0.9035, rec_loss 0.0253, p_loss 0.1797, quant_error1 0.2594, quant_error 0.2277, utilization 0.9803, perplexity 5809.8658,
Train Epoch: [2/5] Iters:[2930/20018] transplant_loss 0.9087, rec_loss 0.0255, p_loss 0.1803, quant_error1 0.2610, quant_error 0.2290, utilization 0.9804, perplexity 5813.5673,
Train Epoch: [2/5] Iters:[2940/20018] transplant_loss 0.9077, rec_loss 0.0257, p_loss 0.1806, quant_error1 0.2604, quant_error 0.2285, utilization 0.9804, perplexity 5793.2749,
Train Epoch: [2/5] Iters:[2950/20018] transplant_loss 0.9067, rec_loss 0.0254, p_loss 0.1798, quant_error1 0.2603, quant_error 0.2285, utilization 0.9807, perplexity 5797.6388,
Train Epoch: [2/5] Iters:[2960/20018] transplant_loss 0.9010, rec_loss 0.0252, p_loss 0.1791, quant_error1 0.2585, quant_error 0.2269, utilization 0.9811, perplexity 5802.3553,
Train Epoch: [2/5] Iters:[2970/20018] transplant_loss 0.9109, rec_loss 0.0258, p_loss 0.1804, quant_error1 0.2610, quant_error 0.2292, utilization 0.9813, perplexity 5825.6940,
Train Epoch: [2/5] Iters:[2980/20018] transplant_loss 0.9081, rec_loss 0.0256, p_loss 0.1805, quant_error1 0.2599, quant_error 0.2283, utilization 0.9814, perplexity 5821.9099,
Train Epoch: [2/5] Iters:[2990/20018] transplant_loss 0.9060, rec_loss 0.0252, p_loss 0.1795, quant_error1 0.2598, quant_error 0.2281, utilization 0.9814, perplexity 5839.5685,
Train Epoch: [2/5] Iters:[3000/20018] transplant_loss 0.9081, rec_loss 0.0253, p_loss 0.1792, quant_error1 0.2610, quant_error 0.2289, utilization 0.9814, perplexity 5815.2235,
Train Epoch: [2/5] Iters:[3010/20018] transplant_loss 0.9037, rec_loss 0.0252, p_loss 0.1793, quant_error1 0.2589, quant_error 0.2271, utilization 0.9815, perplexity 5830.7031,
Train Epoch: [2/5] Iters:[3020/20018] transplant_loss 0.8995, rec_loss 0.0249, p_loss 0.1785, quant_error1 0.2578, quant_error 0.2261, utilization 0.9817, perplexity 5853.6803,
Train Epoch: [2/5] Iters:[3030/20018] transplant_loss 0.9124, rec_loss 0.0258, p_loss 0.1801, quant_error1 0.2617, quant_error 0.2295, utilization 0.9818, perplexity 5861.5064,
Train Epoch: [2/5] Iters:[3040/20018] transplant_loss 0.9133, rec_loss 0.0257, p_loss 0.1809, quant_error1 0.2615, quant_error 0.2295, utilization 0.9815, perplexity 5849.0749,
Train Epoch: [2/5] Iters:[3050/20018] transplant_loss 0.9066, rec_loss 0.0254, p_loss 0.1806, quant_error1 0.2587, quant_error 0.2273, utilization 0.9811, perplexity 5836.3725,
Train Epoch: [2/5] Iters:[3060/20018] transplant_loss 0.9170, rec_loss 0.0255, p_loss 0.1812, quant_error1 0.2627, quant_error 0.2307, utilization 0.9813, perplexity 5852.9169,
Train Epoch: [2/5] Iters:[3070/20018] transplant_loss 0.9067, rec_loss 0.0252, p_loss 0.1803, quant_error1 0.2595, quant_error 0.2279, utilization 0.9805, perplexity 5786.1105,
Train Epoch: [2/5] Iters:[3080/20018] transplant_loss 0.8958, rec_loss 0.0244, p_loss 0.1787, quant_error1 0.2563, quant_error 0.2251, utilization 0.9803, perplexity 5768.2513,
Train Epoch: [2/5] Iters:[3090/20018] transplant_loss 0.8958, rec_loss 0.0246, p_loss 0.1794, quant_error1 0.2559, quant_error 0.2246, utilization 0.9806, perplexity 5803.8596,
Train Epoch: [2/5] Iters:[3100/20018] transplant_loss 0.8990, rec_loss 0.0247, p_loss 0.1796, quant_error1 0.2575, quant_error 0.2259, utilization 0.9806, perplexity 5809.7502,
Train Epoch: [2/5] Iters:[3110/20018] transplant_loss 0.8986, rec_loss 0.0250, p_loss 0.1790, quant_error1 0.2575, quant_error 0.2260, utilization 0.9802, perplexity 5775.1964,
Train Epoch: [2/5] Iters:[3120/20018] transplant_loss 0.9099, rec_loss 0.0253, p_loss 0.1793, quant_error1 0.2617, quant_error 0.2296, utilization 0.9806, perplexity 5792.4511,
Train Epoch: [2/5] Iters:[3130/20018] transplant_loss 0.9117, rec_loss 0.0257, p_loss 0.1798, quant_error1 0.2620, quant_error 0.2299, utilization 0.9806, perplexity 5789.4374,
Train Epoch: [2/5] Iters:[3140/20018] transplant_loss 0.9032, rec_loss 0.0254, p_loss 0.1775, quant_error1 0.2599, quant_error 0.2281, utilization 0.9809, perplexity 5793.1145,
Train Epoch: [2/5] Iters:[3150/20018] transplant_loss 0.8977, rec_loss 0.0255, p_loss 0.1767, quant_error1 0.2581, quant_error 0.2264, utilization 0.9808, perplexity 5784.7593,
Train Epoch: [2/5] Iters:[3160/20018] transplant_loss 0.8998, rec_loss 0.0254, p_loss 0.1771, quant_error1 0.2585, quant_error 0.2267, utilization 0.9813, perplexity 5825.1650,
Train Epoch: [2/5] Iters:[3170/20018] transplant_loss 0.8861, rec_loss 0.0250, p_loss 0.1764, quant_error1 0.2533, quant_error 0.2222, utilization 0.9812, perplexity 5828.5959,
Train Epoch: [2/5] Iters:[3180/20018] transplant_loss 0.8844, rec_loss 0.0249, p_loss 0.1757, quant_error1 0.2533, quant_error 0.2219, utilization 0.9812, perplexity 5832.5521,
Train Epoch: [2/5] Iters:[3190/20018] transplant_loss 0.8955, rec_loss 0.0253, p_loss 0.1762, quant_error1 0.2571, quant_error 0.2253, utilization 0.9812, perplexity 5828.8679,
Train Epoch: [2/5] Iters:[3200/20018] transplant_loss 0.9095, rec_loss 0.0258, p_loss 0.1778, quant_error1 0.2618, quant_error 0.2294, utilization 0.9809, perplexity 5814.7235,
Train Epoch: [2/5] Iters:[3210/20018] transplant_loss 0.9097, rec_loss 0.0258, p_loss 0.1783, quant_error1 0.2616, quant_error 0.2293, utilization 0.9803, perplexity 5766.6482,
Train Epoch: [2/5] Iters:[3220/20018] transplant_loss 0.9191, rec_loss 0.0261, p_loss 0.1794, quant_error1 0.2649, quant_error 0.2323, utilization 0.9803, perplexity 5768.0034,
Train Epoch: [2/5] Iters:[3230/20018] transplant_loss 0.9205, rec_loss 0.0263, p_loss 0.1805, quant_error1 0.2648, quant_error 0.2323, utilization 0.9803, perplexity 5783.1968,
Train Epoch: [2/5] Iters:[3240/20018] transplant_loss 0.9154, rec_loss 0.0261, p_loss 0.1813, quant_error1 0.2627, quant_error 0.2305, utilization 0.9797, perplexity 5735.7080,
Train Epoch: [2/5] Iters:[3250/20018] transplant_loss 0.9147, rec_loss 0.0257, p_loss 0.1809, quant_error1 0.2627, quant_error 0.2306, utilization 0.9806, perplexity 5787.6798,
Train Epoch: [2/5] Iters:[3260/20018] transplant_loss 0.9078, rec_loss 0.0257, p_loss 0.1810, quant_error1 0.2598, quant_error 0.2281, utilization 0.9808, perplexity 5795.3780,
Train Epoch: [2/5] Iters:[3270/20018] transplant_loss 0.9063, rec_loss 0.0258, p_loss 0.1804, quant_error1 0.2592, quant_error 0.2276, utilization 0.9810, perplexity 5799.3673,
Train Epoch: [2/5] Iters:[3280/20018] transplant_loss 0.9027, rec_loss 0.0254, p_loss 0.1802, quant_error1 0.2581, quant_error 0.2265, utilization 0.9812, perplexity 5804.6122,
