dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 32768
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_32768_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_15
saver_name_pre: wasserstein_vq_refinement_False_15_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss -2.2669, rec_loss 0.0240, lpips_loss 0.1984, g_loss -0.2615, disc_weight 0.4000, disc_adaptive_weight 10.1100, d_loss 2.3252, logits_real 0.3270, logits_fake 0.2557,
Train Epoch: [1/15] Iters:[11310/20018] gen_loss 0.0371, rec_loss 0.0270, lpips_loss 0.1794, g_loss -0.0355, disc_weight 0.4000, disc_adaptive_weight 4.7828, d_loss 0.4008, logits_real 0.0345, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[11320/20018] gen_loss 0.0340, rec_loss 0.0263, lpips_loss 0.1782, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.8596, d_loss 0.4008, logits_real 0.0342, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[11330/20018] gen_loss 0.0279, rec_loss 0.0269, lpips_loss 0.1792, g_loss -0.0353, disc_weight 0.4000, disc_adaptive_weight 5.0661, d_loss 0.4009, logits_real 0.0340, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[11340/20018] gen_loss 0.0195, rec_loss 0.0272, lpips_loss 0.1792, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 5.3671, d_loss 0.4009, logits_real 0.0338, logits_fake 0.0349,
Train Epoch: [1/15] Iters:[11350/20018] gen_loss 0.0266, rec_loss 0.0272, lpips_loss 0.1785, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 5.1763, d_loss 0.4008, logits_real 0.0337, logits_fake 0.0346,
Train Epoch: [1/15] Iters:[11360/20018] gen_loss 0.0322, rec_loss 0.0272, lpips_loss 0.1789, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 5.0562, d_loss 0.4008, logits_real 0.0335, logits_fake 0.0343,
Train Epoch: [1/15] Iters:[11370/20018] gen_loss 0.0318, rec_loss 0.0274, lpips_loss 0.1792, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.1160, d_loss 0.4008, logits_real 0.0333, logits_fake 0.0341,
Train Epoch: [1/15] Iters:[11380/20018] gen_loss 0.0325, rec_loss 0.0267, lpips_loss 0.1780, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.0911, d_loss 0.4008, logits_real 0.0332, logits_fake 0.0338,
Train Epoch: [1/15] Iters:[11390/20018] gen_loss 0.0464, rec_loss 0.0264, lpips_loss 0.1767, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.6549, d_loss 0.4008, logits_real 0.0329, logits_fake 0.0338,
Train Epoch: [1/15] Iters:[11400/20018] gen_loss 0.0441, rec_loss 0.0264, lpips_loss 0.1771, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 4.7141, d_loss 0.4008, logits_real 0.0329, logits_fake 0.0339,
Train Epoch: [1/15] Iters:[11410/20018] gen_loss 0.0440, rec_loss 0.0263, lpips_loss 0.1772, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 4.7151, d_loss 0.4008, logits_real 0.0330, logits_fake 0.0339,
Train Epoch: [1/15] Iters:[11420/20018] gen_loss 0.0389, rec_loss 0.0266, lpips_loss 0.1777, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 4.8605, d_loss 0.4008, logits_real 0.0332, logits_fake 0.0340,
Train Epoch: [1/15] Iters:[11430/20018] gen_loss 0.0421, rec_loss 0.0268, lpips_loss 0.1783, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.7574, d_loss 0.4008, logits_real 0.0335, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[11440/20018] gen_loss 0.0376, rec_loss 0.0273, lpips_loss 0.1797, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.9154, d_loss 0.4008, logits_real 0.0341, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11450/20018] gen_loss 0.0366, rec_loss 0.0274, lpips_loss 0.1804, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.9724, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0348,
Train Epoch: [1/15] Iters:[11460/20018] gen_loss 0.0359, rec_loss 0.0269, lpips_loss 0.1790, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.9402, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0350,
Train Epoch: [1/15] Iters:[11470/20018] gen_loss 0.0438, rec_loss 0.0267, lpips_loss 0.1780, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.6712, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[11480/20018] gen_loss 0.0442, rec_loss 0.0266, lpips_loss 0.1781, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 4.6546, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0350,
Train Epoch: [1/15] Iters:[11490/20018] gen_loss 0.0430, rec_loss 0.0260, lpips_loss 0.1765, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.6233, d_loss 0.4008, logits_real 0.0340, logits_fake 0.0348,
Train Epoch: [1/15] Iters:[11500/20018] gen_loss 0.0435, rec_loss 0.0261, lpips_loss 0.1764, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 4.5904, d_loss 0.4008, logits_real 0.0340, logits_fake 0.0348,
Train Epoch: [1/15] Iters:[11510/20018] gen_loss 0.0465, rec_loss 0.0263, lpips_loss 0.1765, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 4.5089, d_loss 0.4008, logits_real 0.0338, logits_fake 0.0346,
Train Epoch: [1/15] Iters:[11520/20018] gen_loss 0.0407, rec_loss 0.0266, lpips_loss 0.1784, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 4.7434, d_loss 0.4008, logits_real 0.0338, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11530/20018] gen_loss 0.0419, rec_loss 0.0271, lpips_loss 0.1788, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 4.7386, d_loss 0.4008, logits_real 0.0338, logits_fake 0.0346,
Train Epoch: [1/15] Iters:[11540/20018] gen_loss 0.0394, rec_loss 0.0271, lpips_loss 0.1797, g_loss -0.0348, disc_weight 0.4000, disc_adaptive_weight 4.8153, d_loss 0.4008, logits_real 0.0339, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11550/20018] gen_loss 0.0361, rec_loss 0.0270, lpips_loss 0.1789, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 4.8466, d_loss 0.4008, logits_real 0.0342, logits_fake 0.0350,
Train Epoch: [1/15] Iters:[11560/20018] gen_loss 0.0314, rec_loss 0.0270, lpips_loss 0.1793, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 4.9398, d_loss 0.4008, logits_real 0.0346, logits_fake 0.0355,
Train Epoch: [1/15] Iters:[11570/20018] gen_loss 0.0450, rec_loss 0.0267, lpips_loss 0.1781, g_loss -0.0355, disc_weight 0.4000, disc_adaptive_weight 4.4963, d_loss 0.4008, logits_real 0.0348, logits_fake 0.0355,
Train Epoch: [1/15] Iters:[11580/20018] gen_loss 0.0351, rec_loss 0.0263, lpips_loss 0.1771, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 4.7582, d_loss 0.4007, logits_real 0.0348, logits_fake 0.0354,
Train Epoch: [1/15] Iters:[11590/20018] gen_loss 0.0459, rec_loss 0.0263, lpips_loss 0.1772, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.4839, d_loss 0.4007, logits_real 0.0346, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[11600/20018] gen_loss 0.0571, rec_loss 0.0257, lpips_loss 0.1777, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 4.2154, d_loss 0.4007, logits_real 0.0343, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11610/20018] gen_loss 0.0610, rec_loss 0.0260, lpips_loss 0.1782, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 4.1737, d_loss 0.4007, logits_real 0.0338, logits_fake 0.0342,
Train Epoch: [1/15] Iters:[11620/20018] gen_loss 0.0540, rec_loss 0.0258, lpips_loss 0.1787, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.4141, d_loss 0.4007, logits_real 0.0334, logits_fake 0.0340,
Train Epoch: [1/15] Iters:[11630/20018] gen_loss 0.0613, rec_loss 0.0258, lpips_loss 0.1782, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.1583, d_loss 0.4008, logits_real 0.0334, logits_fake 0.0341,
Train Epoch: [1/15] Iters:[11640/20018] gen_loss 0.0487, rec_loss 0.0258, lpips_loss 0.1781, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.5231, d_loss 0.4008, logits_real 0.0335, logits_fake 0.0342,
Train Epoch: [1/15] Iters:[11650/20018] gen_loss 0.0307, rec_loss 0.0268, lpips_loss 0.1802, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 5.0914, d_loss 0.4008, logits_real 0.0336, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[11660/20018] gen_loss 0.0139, rec_loss 0.0265, lpips_loss 0.1792, g_loss -0.0348, disc_weight 0.4000, disc_adaptive_weight 5.5015, d_loss 0.4008, logits_real 0.0337, logits_fake 0.0348,
Train Epoch: [1/15] Iters:[11670/20018] gen_loss 0.0074, rec_loss 0.0271, lpips_loss 0.1796, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 5.6608, d_loss 0.4008, logits_real 0.0341, logits_fake 0.0350,
Train Epoch: [1/15] Iters:[11680/20018] gen_loss 0.0092, rec_loss 0.0271, lpips_loss 0.1801, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 5.6176, d_loss 0.4008, logits_real 0.0342, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[11690/20018] gen_loss 0.0132, rec_loss 0.0272, lpips_loss 0.1804, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 5.4855, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[11700/20018] gen_loss 0.0194, rec_loss 0.0264, lpips_loss 0.1779, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 5.2109, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0354,
Train Epoch: [1/15] Iters:[11710/20018] gen_loss 0.0173, rec_loss 0.0266, lpips_loss 0.1781, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 5.2927, d_loss 0.4008, logits_real 0.0345, logits_fake 0.0354,
Train Epoch: [1/15] Iters:[11720/20018] gen_loss 0.0198, rec_loss 0.0262, lpips_loss 0.1772, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 5.1876, d_loss 0.4008, logits_real 0.0345, logits_fake 0.0355,
Train Epoch: [1/15] Iters:[11730/20018] gen_loss 0.0147, rec_loss 0.0261, lpips_loss 0.1774, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 5.3623, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[11740/20018] gen_loss 0.0190, rec_loss 0.0259, lpips_loss 0.1769, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 5.2262, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[11750/20018] gen_loss 0.0220, rec_loss 0.0263, lpips_loss 0.1769, g_loss -0.0351, disc_weight 0.4000, disc_adaptive_weight 5.1697, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[11760/20018] gen_loss 0.0332, rec_loss 0.0265, lpips_loss 0.1778, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.8644, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[11770/20018] gen_loss 0.0347, rec_loss 0.0267, lpips_loss 0.1784, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.8434, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[11780/20018] gen_loss 0.0379, rec_loss 0.0263, lpips_loss 0.1777, g_loss -0.0354, disc_weight 0.4000, disc_adaptive_weight 4.6868, d_loss 0.4008, logits_real 0.0346, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[11790/20018] gen_loss 0.0353, rec_loss 0.0264, lpips_loss 0.1777, g_loss -0.0355, disc_weight 0.4000, disc_adaptive_weight 4.7516, d_loss 0.4007, logits_real 0.0347, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[11800/20018] gen_loss 0.0377, rec_loss 0.0259, lpips_loss 0.1772, g_loss -0.0357, disc_weight 0.4000, disc_adaptive_weight 4.6288, d_loss 0.4008, logits_real 0.0349, logits_fake 0.0356,
Train Epoch: [1/15] Iters:[11810/20018] gen_loss 0.0420, rec_loss 0.0260, lpips_loss 0.1770, g_loss -0.0356, disc_weight 0.4000, disc_adaptive_weight 4.5183, d_loss 0.4008, logits_real 0.0351, logits_fake 0.0357,
Train Epoch: [1/15] Iters:[11820/20018] gen_loss 0.0403, rec_loss 0.0257, lpips_loss 0.1763, g_loss -0.0355, disc_weight 0.4000, disc_adaptive_weight 4.5712, d_loss 0.4008, logits_real 0.0350, logits_fake 0.0357,
Train Epoch: [1/15] Iters:[11830/20018] gen_loss 0.0306, rec_loss 0.0262, lpips_loss 0.1768, g_loss -0.0353, disc_weight 0.4000, disc_adaptive_weight 4.9003, d_loss 0.4008, logits_real 0.0348, logits_fake 0.0355,
Train Epoch: [1/15] Iters:[11840/20018] gen_loss 0.0314, rec_loss 0.0260, lpips_loss 0.1760, g_loss -0.0353, disc_weight 0.4000, disc_adaptive_weight 4.8442, d_loss 0.4008, logits_real 0.0347, logits_fake 0.0354,
Train Epoch: [1/15] Iters:[11850/20018] gen_loss 0.0289, rec_loss 0.0263, lpips_loss 0.1759, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.9356, d_loss 0.4007, logits_real 0.0346, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[11860/20018] gen_loss 0.0329, rec_loss 0.0259, lpips_loss 0.1754, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.8019, d_loss 0.4007, logits_real 0.0343, logits_fake 0.0349,
Train Epoch: [1/15] Iters:[11870/20018] gen_loss 0.0384, rec_loss 0.0256, lpips_loss 0.1753, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.6339, d_loss 0.4007, logits_real 0.0344, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11880/20018] gen_loss 0.0418, rec_loss 0.0256, lpips_loss 0.1758, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.5537, d_loss 0.4007, logits_real 0.0344, logits_fake 0.0346,
Train Epoch: [1/15] Iters:[11890/20018] gen_loss 0.0450, rec_loss 0.0260, lpips_loss 0.1771, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 4.5238, d_loss 0.4007, logits_real 0.0342, logits_fake 0.0344,
Train Epoch: [1/15] Iters:[11900/20018] gen_loss 0.0454, rec_loss 0.0257, lpips_loss 0.1772, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 4.5279, d_loss 0.4007, logits_real 0.0341, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[11910/20018] gen_loss 0.0396, rec_loss 0.0259, lpips_loss 0.1773, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 4.6817, d_loss 0.4007, logits_real 0.0343, logits_fake 0.0346,
Train Epoch: [1/15] Iters:[11920/20018] gen_loss 0.0340, rec_loss 0.0262, lpips_loss 0.1765, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 4.8341, d_loss 0.4008, logits_real 0.0339, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11930/20018] gen_loss 0.0434, rec_loss 0.0261, lpips_loss 0.1763, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 4.5663, d_loss 0.4008, logits_real 0.0339, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[11940/20018] gen_loss 0.0465, rec_loss 0.0260, lpips_loss 0.1761, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 4.5048, d_loss 0.4008, logits_real 0.0337, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[11950/20018] gen_loss 0.0488, rec_loss 0.0260, lpips_loss 0.1761, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.4748, d_loss 0.4007, logits_real 0.0333, logits_fake 0.0339,
Train Epoch: [1/15] Iters:[11960/20018] gen_loss 0.0519, rec_loss 0.0261, lpips_loss 0.1763, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 4.4521, d_loss 0.4007, logits_real 0.0329, logits_fake 0.0336,
Train Epoch: [1/15] Iters:[11970/20018] gen_loss 0.0539, rec_loss 0.0263, lpips_loss 0.1771, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.4523, d_loss 0.4007, logits_real 0.0330, logits_fake 0.0333,
Train Epoch: [1/15] Iters:[11980/20018] gen_loss 0.0535, rec_loss 0.0263, lpips_loss 0.1772, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 4.4770, d_loss 0.4007, logits_real 0.0329, logits_fake 0.0333,
Train Epoch: [1/15] Iters:[11990/20018] gen_loss 0.0511, rec_loss 0.0261, lpips_loss 0.1767, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 4.5019, d_loss 0.4007, logits_real 0.0333, logits_fake 0.0336,
Train Epoch: [1/15] Iters:[12000/20018] gen_loss 0.0495, rec_loss 0.0261, lpips_loss 0.1766, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 4.5408, d_loss 0.4007, logits_real 0.0334, logits_fake 0.0339,
Train Epoch: [1/15] Iters:[12010/20018] gen_loss 0.0533, rec_loss 0.0262, lpips_loss 0.1765, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.3837, d_loss 0.4007, logits_real 0.0340, logits_fake 0.0342,
Train Epoch: [1/15] Iters:[12020/20018] gen_loss 0.0543, rec_loss 0.0263, lpips_loss 0.1769, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.3490, d_loss 0.4007, logits_real 0.0341, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[12030/20018] gen_loss 0.0481, rec_loss 0.0260, lpips_loss 0.1764, g_loss -0.0348, disc_weight 0.4000, disc_adaptive_weight 4.4624, d_loss 0.4007, logits_real 0.0344, logits_fake 0.0349,
Train Epoch: [1/15] Iters:[12040/20018] gen_loss 0.0480, rec_loss 0.0262, lpips_loss 0.1765, g_loss -0.0348, disc_weight 0.4000, disc_adaptive_weight 4.4672, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[12050/20018] gen_loss 0.0462, rec_loss 0.0262, lpips_loss 0.1767, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 4.5128, d_loss 0.4009, logits_real 0.0343, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[12060/20018] gen_loss 0.0355, rec_loss 0.0259, lpips_loss 0.1765, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 4.8253, d_loss 0.4009, logits_real 0.0340, logits_fake 0.0353,
Train Epoch: [1/15] Iters:[12070/20018] gen_loss 0.0363, rec_loss 0.0254, lpips_loss 0.1758, g_loss -0.0347, disc_weight 0.4000, disc_adaptive_weight 4.7687, d_loss 0.4009, logits_real 0.0339, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[12080/20018] gen_loss 0.0319, rec_loss 0.0258, lpips_loss 0.1758, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.9586, d_loss 0.4009, logits_real 0.0336, logits_fake 0.0349,
Train Epoch: [1/15] Iters:[12090/20018] gen_loss 0.0311, rec_loss 0.0255, lpips_loss 0.1757, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.9917, d_loss 0.4008, logits_real 0.0334, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[12100/20018] gen_loss 0.0351, rec_loss 0.0262, lpips_loss 0.1767, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 4.9277, d_loss 0.4008, logits_real 0.0334, logits_fake 0.0343,
Train Epoch: [1/15] Iters:[12110/20018] gen_loss 0.0448, rec_loss 0.0260, lpips_loss 0.1775, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 4.6666, d_loss 0.4008, logits_real 0.0334, logits_fake 0.0342,
Train Epoch: [1/15] Iters:[12120/20018] gen_loss 0.0422, rec_loss 0.0262, lpips_loss 0.1776, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.7425, d_loss 0.4008, logits_real 0.0335, logits_fake 0.0342,
Train Epoch: [1/15] Iters:[12130/20018] gen_loss 0.0456, rec_loss 0.0260, lpips_loss 0.1780, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.6171, d_loss 0.4007, logits_real 0.0339, logits_fake 0.0343,
Train Epoch: [1/15] Iters:[12140/20018] gen_loss 0.0427, rec_loss 0.0262, lpips_loss 0.1790, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.7190, d_loss 0.4007, logits_real 0.0341, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[12150/20018] gen_loss 0.0400, rec_loss 0.0257, lpips_loss 0.1777, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 4.7265, d_loss 0.4007, logits_real 0.0343, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[12160/20018] gen_loss 0.0359, rec_loss 0.0261, lpips_loss 0.1775, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 4.8206, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0350,
Train Epoch: [1/15] Iters:[12170/20018] gen_loss 0.0308, rec_loss 0.0259, lpips_loss 0.1776, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 4.9520, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0351,
Train Epoch: [1/15] Iters:[12180/20018] gen_loss 0.0336, rec_loss 0.0259, lpips_loss 0.1772, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 4.8443, d_loss 0.4008, logits_real 0.0344, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[12190/20018] gen_loss 0.0304, rec_loss 0.0256, lpips_loss 0.1751, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 4.8737, d_loss 0.4008, logits_real 0.0343, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[12200/20018] gen_loss 0.0261, rec_loss 0.0257, lpips_loss 0.1758, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 5.0146, d_loss 0.4008, logits_real 0.0342, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[12210/20018] gen_loss 0.0307, rec_loss 0.0257, lpips_loss 0.1756, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 4.9145, d_loss 0.4008, logits_real 0.0339, logits_fake 0.0349,
Train Epoch: [1/15] Iters:[12220/20018] gen_loss 0.0409, rec_loss 0.0258, lpips_loss 0.1751, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.6268, d_loss 0.4008, logits_real 0.0336, logits_fake 0.0347,
Train Epoch: [1/15] Iters:[12230/20018] gen_loss 0.0439, rec_loss 0.0263, lpips_loss 0.1756, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.6145, d_loss 0.4008, logits_real 0.0335, logits_fake 0.0345,
Train Epoch: [1/15] Iters:[12240/20018] gen_loss 0.0471, rec_loss 0.0266, lpips_loss 0.1774, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.5848, d_loss 0.4008, logits_real 0.0334, logits_fake 0.0343,
Train Epoch: [1/15] Iters:[12250/20018] gen_loss 0.0556, rec_loss 0.0268, lpips_loss 0.1787, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 4.3665, d_loss 0.4008, logits_real 0.0335, logits_fake 0.0343,
Train Epoch: [1/15] Iters:[12260/20018] gen_loss 0.0478, rec_loss 0.0266, lpips_loss 0.1788, g_loss -0.0349, disc_weight 0.4000, disc_adaptive_weight 4.5233, d_loss 0.4007, logits_real 0.0340, logits_fake 0.0348,
Train Epoch: [1/15] Iters:[12270/20018] gen_loss 0.0478, rec_loss 0.0266, lpips_loss 0.1796, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 4.5117, d_loss 0.4007, logits_real 0.0345, logits_fake 0.0352,
Train Epoch: [1/15] Iters:[12280/20018] gen_loss 0.0456, rec_loss 0.0261, lpips_loss 0.1794, g_loss -0.0357, disc_weight 0.4000, disc_adaptive_weight 4.4893, d_loss 0.4007, logits_real 0.0347, logits_fake 0.0355,
Train Epoch: [1/15] Iters:[12290/20018] gen_loss 0.0397, rec_loss 0.0260, lpips_loss 0.1785, g_loss -0.0359, disc_weight 0.4000, disc_adaptive_weight 4.6037, d_loss 0.4008, logits_real 0.0352, logits_fake 0.0359,
Train Epoch: [1/15] Iters:[12300/20018] gen_loss 0.0389, rec_loss 0.0256, lpips_loss 0.1772, g_loss -0.0360, disc_weight 0.4000, disc_adaptive_weight 4.5609, d_loss 0.4007, logits_real 0.0352, logits_fake 0.0360,
Train Epoch: [1/15] Iters:[12310/20018] gen_loss 0.0388, rec_loss 0.0256, lpips_loss 0.1760, g_loss -0.0360, disc_weight 0.4000, disc_adaptive_weight 4.5370, d_loss 0.4007, logits_real 0.0352, logits_fake 0.0359,
