dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_10
saver_name_pre: wasserstein_vq_refinement_False_10_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 6.6235, rec_loss 0.0277, lpips_loss 0.2392, g_loss 0.3848, disc_weight 0.4000, disc_adaptive_weight 15.2948, d_loss 2.5674, logits_real -0.2907, logits_fake -0.3909,
Train Epoch: [1/10] Iters:[7110/20018] gen_loss 0.4083, rec_loss 0.0282, lpips_loss 0.1842, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.2419, d_loss 0.4012, logits_real -0.0381, logits_fake -0.0374,
Train Epoch: [1/10] Iters:[7120/20018] gen_loss 0.4071, rec_loss 0.0283, lpips_loss 0.1849, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.1455, d_loss 0.4012, logits_real -0.0386, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[7130/20018] gen_loss 0.4048, rec_loss 0.0283, lpips_loss 0.1848, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.0628, d_loss 0.4012, logits_real -0.0389, logits_fake -0.0381,
Train Epoch: [1/10] Iters:[7140/20018] gen_loss 0.4057, rec_loss 0.0288, lpips_loss 0.1860, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 4.9914, d_loss 0.4012, logits_real -0.0392, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7150/20018] gen_loss 0.4066, rec_loss 0.0286, lpips_loss 0.1856, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 4.9977, d_loss 0.4012, logits_real -0.0394, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7160/20018] gen_loss 0.3956, rec_loss 0.0286, lpips_loss 0.1851, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 4.7170, d_loss 0.4013, logits_real -0.0394, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7170/20018] gen_loss 0.3929, rec_loss 0.0283, lpips_loss 0.1852, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 4.6891, d_loss 0.4013, logits_real -0.0392, logits_fake -0.0381,
Train Epoch: [1/10] Iters:[7180/20018] gen_loss 0.4007, rec_loss 0.0283, lpips_loss 0.1858, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 4.9319, d_loss 0.4012, logits_real -0.0387, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[7190/20018] gen_loss 0.3930, rec_loss 0.0279, lpips_loss 0.1856, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 4.7679, d_loss 0.4012, logits_real -0.0384, logits_fake -0.0376,
Train Epoch: [1/10] Iters:[7200/20018] gen_loss 0.3914, rec_loss 0.0277, lpips_loss 0.1856, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 4.7757, d_loss 0.4012, logits_real -0.0381, logits_fake -0.0372,
Train Epoch: [1/10] Iters:[7210/20018] gen_loss 0.3874, rec_loss 0.0274, lpips_loss 0.1851, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 4.7309, d_loss 0.4012, logits_real -0.0378, logits_fake -0.0370,
Train Epoch: [1/10] Iters:[7220/20018] gen_loss 0.4075, rec_loss 0.0274, lpips_loss 0.1849, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.2641, d_loss 0.4012, logits_real -0.0377, logits_fake -0.0370,
Train Epoch: [1/10] Iters:[7230/20018] gen_loss 0.4091, rec_loss 0.0277, lpips_loss 0.1840, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.3261, d_loss 0.4012, logits_real -0.0377, logits_fake -0.0371,
Train Epoch: [1/10] Iters:[7240/20018] gen_loss 0.4121, rec_loss 0.0275, lpips_loss 0.1827, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.4303, d_loss 0.4012, logits_real -0.0379, logits_fake -0.0372,
Train Epoch: [1/10] Iters:[7250/20018] gen_loss 0.4157, rec_loss 0.0279, lpips_loss 0.1832, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.4456, d_loss 0.4012, logits_real -0.0384, logits_fake -0.0376,
Train Epoch: [1/10] Iters:[7260/20018] gen_loss 0.4188, rec_loss 0.0285, lpips_loss 0.1841, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.4409, d_loss 0.4012, logits_real -0.0386, logits_fake -0.0380,
Train Epoch: [1/10] Iters:[7270/20018] gen_loss 0.4097, rec_loss 0.0290, lpips_loss 0.1849, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.1381, d_loss 0.4012, logits_real -0.0390, logits_fake -0.0382,
Train Epoch: [1/10] Iters:[7280/20018] gen_loss 0.3999, rec_loss 0.0281, lpips_loss 0.1848, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.8637, d_loss 0.4012, logits_real -0.0391, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7290/20018] gen_loss 0.4171, rec_loss 0.0287, lpips_loss 0.1865, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.2678, d_loss 0.4012, logits_real -0.0391, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7300/20018] gen_loss 0.4122, rec_loss 0.0282, lpips_loss 0.1859, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.1820, d_loss 0.4011, logits_real -0.0390, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7310/20018] gen_loss 0.4230, rec_loss 0.0278, lpips_loss 0.1852, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.4857, d_loss 0.4011, logits_real -0.0389, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7320/20018] gen_loss 0.4130, rec_loss 0.0274, lpips_loss 0.1836, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.2885, d_loss 0.4011, logits_real -0.0387, logits_fake -0.0382,
Train Epoch: [1/10] Iters:[7330/20018] gen_loss 0.4193, rec_loss 0.0273, lpips_loss 0.1828, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.4871, d_loss 0.4011, logits_real -0.0388, logits_fake -0.0383,
Train Epoch: [1/10] Iters:[7340/20018] gen_loss 0.4058, rec_loss 0.0268, lpips_loss 0.1820, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.1349, d_loss 0.4011, logits_real -0.0390, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7350/20018] gen_loss 0.4051, rec_loss 0.0274, lpips_loss 0.1826, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.0820, d_loss 0.4011, logits_real -0.0390, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7360/20018] gen_loss 0.3915, rec_loss 0.0277, lpips_loss 0.1836, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.6933, d_loss 0.4012, logits_real -0.0392, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7370/20018] gen_loss 0.3953, rec_loss 0.0277, lpips_loss 0.1845, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.7680, d_loss 0.4012, logits_real -0.0395, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[7380/20018] gen_loss 0.4044, rec_loss 0.0286, lpips_loss 0.1869, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 4.9313, d_loss 0.4012, logits_real -0.0395, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7390/20018] gen_loss 0.4051, rec_loss 0.0287, lpips_loss 0.1869, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.9356, d_loss 0.4012, logits_real -0.0394, logits_fake -0.0386,
Train Epoch: [1/10] Iters:[7400/20018] gen_loss 0.4149, rec_loss 0.0282, lpips_loss 0.1863, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.2279, d_loss 0.4012, logits_real -0.0392, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7410/20018] gen_loss 0.4257, rec_loss 0.0278, lpips_loss 0.1851, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.5358, d_loss 0.4011, logits_real -0.0390, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7420/20018] gen_loss 0.4219, rec_loss 0.0275, lpips_loss 0.1848, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.4693, d_loss 0.4011, logits_real -0.0389, logits_fake -0.0385,
Train Epoch: [1/10] Iters:[7430/20018] gen_loss 0.4195, rec_loss 0.0272, lpips_loss 0.1837, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.3976, d_loss 0.4010, logits_real -0.0390, logits_fake -0.0389,
Train Epoch: [1/10] Iters:[7440/20018] gen_loss 0.4179, rec_loss 0.0266, lpips_loss 0.1823, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.4086, d_loss 0.4010, logits_real -0.0390, logits_fake -0.0389,
Train Epoch: [1/10] Iters:[7450/20018] gen_loss 0.4158, rec_loss 0.0267, lpips_loss 0.1826, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.2951, d_loss 0.4010, logits_real -0.0395, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[7460/20018] gen_loss 0.4161, rec_loss 0.0269, lpips_loss 0.1831, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.2759, d_loss 0.4011, logits_real -0.0400, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[7470/20018] gen_loss 0.4199, rec_loss 0.0268, lpips_loss 0.1825, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.3258, d_loss 0.4011, logits_real -0.0401, logits_fake -0.0394,
Train Epoch: [1/10] Iters:[7480/20018] gen_loss 0.4176, rec_loss 0.0272, lpips_loss 0.1827, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.2187, d_loss 0.4012, logits_real -0.0402, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7490/20018] gen_loss 0.4219, rec_loss 0.0278, lpips_loss 0.1844, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 5.2531, d_loss 0.4012, logits_real -0.0403, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7500/20018] gen_loss 0.4190, rec_loss 0.0274, lpips_loss 0.1832, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.2222, d_loss 0.4012, logits_real -0.0403, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7510/20018] gen_loss 0.4149, rec_loss 0.0274, lpips_loss 0.1832, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 5.1187, d_loss 0.4012, logits_real -0.0402, logits_fake -0.0394,
Train Epoch: [1/10] Iters:[7520/20018] gen_loss 0.4192, rec_loss 0.0273, lpips_loss 0.1835, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 5.2276, d_loss 0.4012, logits_real -0.0402, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[7530/20018] gen_loss 0.4227, rec_loss 0.0270, lpips_loss 0.1831, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.3709, d_loss 0.4012, logits_real -0.0401, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7540/20018] gen_loss 0.4166, rec_loss 0.0273, lpips_loss 0.1837, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.2189, d_loss 0.4012, logits_real -0.0400, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[7550/20018] gen_loss 0.4181, rec_loss 0.0274, lpips_loss 0.1845, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.2435, d_loss 0.4012, logits_real -0.0399, logits_fake -0.0390,
Train Epoch: [1/10] Iters:[7560/20018] gen_loss 0.4271, rec_loss 0.0276, lpips_loss 0.1848, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.4949, d_loss 0.4012, logits_real -0.0399, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[7570/20018] gen_loss 0.4235, rec_loss 0.0281, lpips_loss 0.1860, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.3508, d_loss 0.4012, logits_real -0.0399, logits_fake -0.0390,
Train Epoch: [1/10] Iters:[7580/20018] gen_loss 0.4242, rec_loss 0.0279, lpips_loss 0.1859, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.3593, d_loss 0.4011, logits_real -0.0400, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[7590/20018] gen_loss 0.4266, rec_loss 0.0274, lpips_loss 0.1851, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.4218, d_loss 0.4012, logits_real -0.0401, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7600/20018] gen_loss 0.4397, rec_loss 0.0279, lpips_loss 0.1852, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.7578, d_loss 0.4012, logits_real -0.0401, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7610/20018] gen_loss 0.4273, rec_loss 0.0275, lpips_loss 0.1844, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.4623, d_loss 0.4012, logits_real -0.0402, logits_fake -0.0394,
Train Epoch: [1/10] Iters:[7620/20018] gen_loss 0.4201, rec_loss 0.0271, lpips_loss 0.1831, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.3507, d_loss 0.4012, logits_real -0.0401, logits_fake -0.0391,
Train Epoch: [1/10] Iters:[7630/20018] gen_loss 0.4071, rec_loss 0.0276, lpips_loss 0.1839, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.0288, d_loss 0.4012, logits_real -0.0398, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[7640/20018] gen_loss 0.4097, rec_loss 0.0277, lpips_loss 0.1845, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.1065, d_loss 0.4012, logits_real -0.0398, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[7650/20018] gen_loss 0.3926, rec_loss 0.0267, lpips_loss 0.1826, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.7070, d_loss 0.4011, logits_real -0.0399, logits_fake -0.0390,
Train Epoch: [1/10] Iters:[7660/20018] gen_loss 0.4095, rec_loss 0.0268, lpips_loss 0.1830, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.0844, d_loss 0.4011, logits_real -0.0402, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[7670/20018] gen_loss 0.4213, rec_loss 0.0270, lpips_loss 0.1842, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.3372, d_loss 0.4011, logits_real -0.0403, logits_fake -0.0395,
Train Epoch: [1/10] Iters:[7680/20018] gen_loss 0.4391, rec_loss 0.0269, lpips_loss 0.1835, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.7902, d_loss 0.4011, logits_real -0.0406, logits_fake -0.0398,
Train Epoch: [1/10] Iters:[7690/20018] gen_loss 0.4345, rec_loss 0.0264, lpips_loss 0.1824, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.6828, d_loss 0.4011, logits_real -0.0406, logits_fake -0.0399,
Train Epoch: [1/10] Iters:[7700/20018] gen_loss 0.4464, rec_loss 0.0267, lpips_loss 0.1840, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.9232, d_loss 0.4011, logits_real -0.0406, logits_fake -0.0400,
Train Epoch: [1/10] Iters:[7710/20018] gen_loss 0.4353, rec_loss 0.0272, lpips_loss 0.1843, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.6582, d_loss 0.4011, logits_real -0.0404, logits_fake -0.0397,
Train Epoch: [1/10] Iters:[7720/20018] gen_loss 0.4257, rec_loss 0.0269, lpips_loss 0.1839, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.4266, d_loss 0.4011, logits_real -0.0404, logits_fake -0.0398,
Train Epoch: [1/10] Iters:[7730/20018] gen_loss 0.4137, rec_loss 0.0269, lpips_loss 0.1841, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 5.0945, d_loss 0.4011, logits_real -0.0402, logits_fake -0.0397,
Train Epoch: [1/10] Iters:[7740/20018] gen_loss 0.4126, rec_loss 0.0275, lpips_loss 0.1853, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 5.0233, d_loss 0.4011, logits_real -0.0401, logits_fake -0.0395,
Train Epoch: [1/10] Iters:[7750/20018] gen_loss 0.4029, rec_loss 0.0280, lpips_loss 0.1857, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 4.7876, d_loss 0.4011, logits_real -0.0398, logits_fake -0.0391,
Train Epoch: [1/10] Iters:[7760/20018] gen_loss 0.4018, rec_loss 0.0274, lpips_loss 0.1852, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 4.7796, d_loss 0.4012, logits_real -0.0398, logits_fake -0.0390,
Train Epoch: [1/10] Iters:[7770/20018] gen_loss 0.4040, rec_loss 0.0274, lpips_loss 0.1838, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 4.8683, d_loss 0.4012, logits_real -0.0399, logits_fake -0.0390,
Train Epoch: [1/10] Iters:[7780/20018] gen_loss 0.4095, rec_loss 0.0276, lpips_loss 0.1845, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 4.9866, d_loss 0.4012, logits_real -0.0401, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[7790/20018] gen_loss 0.4175, rec_loss 0.0273, lpips_loss 0.1834, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 5.2121, d_loss 0.4012, logits_real -0.0402, logits_fake -0.0394,
Train Epoch: [1/10] Iters:[7800/20018] gen_loss 0.4162, rec_loss 0.0269, lpips_loss 0.1834, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 5.1644, d_loss 0.4011, logits_real -0.0405, logits_fake -0.0398,
Train Epoch: [1/10] Iters:[7810/20018] gen_loss 0.4101, rec_loss 0.0269, lpips_loss 0.1833, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 4.9986, d_loss 0.4011, logits_real -0.0405, logits_fake -0.0399,
Train Epoch: [1/10] Iters:[7820/20018] gen_loss 0.4167, rec_loss 0.0277, lpips_loss 0.1854, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.1213, d_loss 0.4011, logits_real -0.0403, logits_fake -0.0396,
Train Epoch: [1/10] Iters:[7830/20018] gen_loss 0.4052, rec_loss 0.0269, lpips_loss 0.1833, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 4.9303, d_loss 0.4011, logits_real -0.0401, logits_fake -0.0394,
Train Epoch: [1/10] Iters:[7840/20018] gen_loss 0.4144, rec_loss 0.0269, lpips_loss 0.1830, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.2191, d_loss 0.4011, logits_real -0.0400, logits_fake -0.0390,
Train Epoch: [1/10] Iters:[7850/20018] gen_loss 0.4137, rec_loss 0.0272, lpips_loss 0.1822, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.2314, d_loss 0.4011, logits_real -0.0398, logits_fake -0.0389,
Train Epoch: [1/10] Iters:[7860/20018] gen_loss 0.4199, rec_loss 0.0276, lpips_loss 0.1831, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.3717, d_loss 0.4011, logits_real -0.0397, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[7870/20018] gen_loss 0.4182, rec_loss 0.0269, lpips_loss 0.1823, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.3614, d_loss 0.4011, logits_real -0.0398, logits_fake -0.0389,
Train Epoch: [1/10] Iters:[7880/20018] gen_loss 0.4137, rec_loss 0.0273, lpips_loss 0.1835, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.2017, d_loss 0.4011, logits_real -0.0398, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[7890/20018] gen_loss 0.3995, rec_loss 0.0274, lpips_loss 0.1846, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 4.8228, d_loss 0.4011, logits_real -0.0396, logits_fake -0.0387,
Train Epoch: [1/10] Iters:[7900/20018] gen_loss 0.3952, rec_loss 0.0273, lpips_loss 0.1854, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 4.7259, d_loss 0.4011, logits_real -0.0393, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[7910/20018] gen_loss 0.3924, rec_loss 0.0270, lpips_loss 0.1846, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.7269, d_loss 0.4012, logits_real -0.0391, logits_fake -0.0381,
Train Epoch: [1/10] Iters:[7920/20018] gen_loss 0.3877, rec_loss 0.0271, lpips_loss 0.1843, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 4.6399, d_loss 0.4011, logits_real -0.0388, logits_fake -0.0379,
Train Epoch: [1/10] Iters:[7930/20018] gen_loss 0.3914, rec_loss 0.0271, lpips_loss 0.1842, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 4.7610, d_loss 0.4011, logits_real -0.0386, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[7940/20018] gen_loss 0.3922, rec_loss 0.0273, lpips_loss 0.1844, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 4.7773, d_loss 0.4011, logits_real -0.0385, logits_fake -0.0377,
Train Epoch: [1/10] Iters:[7950/20018] gen_loss 0.4058, rec_loss 0.0275, lpips_loss 0.1850, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.1158, d_loss 0.4011, logits_real -0.0386, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[7960/20018] gen_loss 0.4126, rec_loss 0.0276, lpips_loss 0.1854, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.2948, d_loss 0.4011, logits_real -0.0386, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[7970/20018] gen_loss 0.4137, rec_loss 0.0278, lpips_loss 0.1860, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.2996, d_loss 0.4011, logits_real -0.0387, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[7980/20018] gen_loss 0.4115, rec_loss 0.0279, lpips_loss 0.1864, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.2285, d_loss 0.4011, logits_real -0.0387, logits_fake -0.0377,
Train Epoch: [1/10] Iters:[7990/20018] gen_loss 0.4147, rec_loss 0.0275, lpips_loss 0.1852, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.3344, d_loss 0.4011, logits_real -0.0388, logits_fake -0.0378,
Train Epoch: [1/10] Iters:[8000/20018] gen_loss 0.4037, rec_loss 0.0271, lpips_loss 0.1835, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.0637, d_loss 0.4011, logits_real -0.0390, logits_fake -0.0380,
Train Epoch: [1/10] Iters:[8010/20018] gen_loss 0.3976, rec_loss 0.0269, lpips_loss 0.1828, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 4.8770, d_loss 0.4011, logits_real -0.0393, logits_fake -0.0384,
Train Epoch: [1/10] Iters:[8020/20018] gen_loss 0.3959, rec_loss 0.0271, lpips_loss 0.1837, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.7740, d_loss 0.4011, logits_real -0.0395, logits_fake -0.0386,
Train Epoch: [1/10] Iters:[8030/20018] gen_loss 0.3974, rec_loss 0.0267, lpips_loss 0.1822, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 4.8426, d_loss 0.4011, logits_real -0.0399, logits_fake -0.0389,
Train Epoch: [1/10] Iters:[8040/20018] gen_loss 0.3925, rec_loss 0.0268, lpips_loss 0.1822, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 4.6898, d_loss 0.4011, logits_real -0.0400, logits_fake -0.0392,
Train Epoch: [1/10] Iters:[8050/20018] gen_loss 0.3964, rec_loss 0.0267, lpips_loss 0.1829, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 4.7698, d_loss 0.4010, logits_real -0.0401, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[8060/20018] gen_loss 0.3963, rec_loss 0.0268, lpips_loss 0.1822, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 4.7783, d_loss 0.4010, logits_real -0.0401, logits_fake -0.0393,
Train Epoch: [1/10] Iters:[8070/20018] gen_loss 0.3953, rec_loss 0.0266, lpips_loss 0.1813, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 4.7943, d_loss 0.4011, logits_real -0.0400, logits_fake -0.0391,
Train Epoch: [1/10] Iters:[8080/20018] gen_loss 0.4004, rec_loss 0.0271, lpips_loss 0.1825, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.9060, d_loss 0.4011, logits_real -0.0397, logits_fake -0.0389,
Train Epoch: [1/10] Iters:[8090/20018] gen_loss 0.3953, rec_loss 0.0269, lpips_loss 0.1824, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.7964, d_loss 0.4011, logits_real -0.0397, logits_fake -0.0387,
Train Epoch: [1/10] Iters:[8100/20018] gen_loss 0.3947, rec_loss 0.0264, lpips_loss 0.1818, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 4.8208, d_loss 0.4011, logits_real -0.0396, logits_fake -0.0388,
Train Epoch: [1/10] Iters:[8110/20018] gen_loss 0.3891, rec_loss 0.0264, lpips_loss 0.1821, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 4.7057, d_loss 0.4010, logits_real -0.0395, logits_fake -0.0387,
